#STEP MOLFRAC_DIOX
2500 0.0189798339
3000 0.0224586288
5500 0.0224586288
6000 0.0224586288
8500 0.0224586288
9000 0.0224586288
11500 0.0224586288
12000 0.0189798339
14500 0.0189798339
15000 0.0154761905
17500 0.0154761905
18000 0.0154761905
20500 0.0154761905
21000 0.0154761905
23500 0.0154761905
24000 0.0154577883
26500 0.0154577883
27000 0.0154577883
29500 0.0154577883
30000 0.0154577883
32500 0.0154577883
33000 0.0154394299
35500 0.0154394299
36000 0.0189349112
38500 0.0189349112
39000 0.0177725118
41500 0.0177725118
42000 0.0189349112
44500 0.0189349112
45000 0.0177935943
47500 0.0177935943
48000 0.0166270784
50500 0.0166270784
51000 0.0154577883
53500 0.0154577883
54000 0.0166270784
56500 0.0166270784
57000 0.0119189511
59500 0.0119189511
60000 0.0142517815
62500 0.0142517815
63000 0.0142517815
65500 0.0142517815
66000 0.0154211151
68500 0.0154211151
69000 0.0165680473
71500 0.0165680473
72000 0.0177304965
74500 0.0177304965
75000 0.0189125296
77500 0.0189125296
78000 0.0177514793
80500 0.0177514793
81000 0.0165680473
83500 0.0165680473
84000 0.0165876777
86500 0.0165876777
87000 0.0177304965
89500 0.0177304965
90000 0.0177304965
92500 0.0177304965
93000 0.0188679245
95500 0.0188679245
96000 0.0188679245
98500 0.0188679245
99000 0.0176886792
101500 0.0176886792
102000 0.0188457008
104500 0.0188457008
105000 0.0176886792
107500 0.0176886792
108000 0.0165289256
110500 0.0165289256
111000 0.0142180095
113500 0.0142180095
114000 0.0142348754
116500 0.0142348754
117000 0.0154028436
119500 0.0154028436
120000 0.0118906064
122500 0.0118906064
123000 0.0119047619
125500 0.0119047619
126000 0.0142687277
128500 0.0142687277
129000 0.0142687277
131500 0.0142687277
132000 0.0165876777
134500 0.0165876777
135000 0.0154394299
137500 0.0154394299
138000 0.0166073547
140500 0.0166073547
141000 0.0177935943
143500 0.0177935943
144000 0.0166270784
146500 0.0166270784
147000 0.0166073547
149500 0.0166073547
150000 0.0154394299
152500 0.0154394299
153000 0.0177725118
155500 0.0177725118
156000 0.0165876777
158500 0.0165876777
159000 0.0165876777
161500 0.0165876777
162000 0.0177514793
164500 0.0177514793
165000 0.0165876777
167500 0.0165876777
168000 0.0165876777
170500 0.0165876777
171000 0.0142517815
173500 0.0142517815
174000 0.0142687277
176500 0.0142687277
177000 0.0130952381
179500 0.0130952381
180000 0.0107398568
182500 0.0107398568
183000 0.0130952381
185500 0.0130952381
186000 0.0154394299
188500 0.0154394299
189000 0.0142348754
191500 0.0142348754
192000 0.0118906064
194500 0.0118906064
195000 0.013064133
197500 0.013064133
198000 0.0130796671
200500 0.0130796671
201000 0.0130796671
203500 0.0130796671
204000 0.0119047619
206500 0.0119047619
207000 0.0131108462
209500 0.0131108462
210000 0.018957346
212500 0.018957346
213000 0.0154577883
215500 0.0154577883
216000 0.0154577883
218500 0.0154577883
219000 0.0166073547
221500 0.0166073547
222000 0.010727056
224500 0.010727056
225000 0.0119189511
227500 0.0119189511
228000 0.0189349112
230500 0.0189349112
231000 0.0154394299
233500 0.0154394299
234000 0.0130952381
236500 0.0130952381
237000 0.0107142857
239500 0.0107142857
240000 0.0107015458
242500 0.0107015458
243000 0.00952380952
245500 0.00952380952
246000 0.0118623962
248500 0.0118623962
249000 0.0142348754
251500 0.0142348754
252000 0.0188679245
254500 0.0188679245
255000 0.0177514793
257500 0.0177514793
258000 0.0188902007
260500 0.0188902007
261000 0.0177095632
263500 0.0177095632
264000 0.0165289256
266500 0.0165289256
267000 0.016509434
269500 0.016509434
270000 0.017626322
272500 0.017626322
273000 0.0152941176
275500 0.0152941176
276000 0.0129716981
278500 0.0129716981
279000 0.0141342756
281500 0.0141342756
282000 0.011820331
284500 0.011820331
285000 0.0164705882
287500 0.0164705882
288000 0.0153301887
290500 0.0153301887
291000 0.0153121319
293500 0.0153121319
294000 0.0152761457
296500 0.0152761457
297000 0.0129564193
299500 0.0129564193
300000 0.0175849941
302500 0.0175849941
303000 0.018735363
305500 0.018735363
306000 0.0164512338
308500 0.0164512338
309000 0.0141342756
311500 0.0141342756
312000 0.0118063754
314500 0.0118063754
315000 0.0117924528
317500 0.0117924528
318000 0.0152761457
320500 0.0152761457
321000 0.0152761457
323500 0.0152761457
324000 0.0141176471
326500 0.0141176471
327000 0.0129564193
329500 0.0129564193
330000 0.0117924528
332500 0.0117924528
333000 0.0141342756
335500 0.0141342756
336000 0.0129716981
338500 0.0129716981
339000 0.0141342756
341500 0.0141342756
342000 0.0175849941
344500 0.0175849941
345000 0.0164126612
