#TS	BOND	ANGLE	DIHED	IMPRP	ELECT	VDW	BOUNDARY	MISC	KINETIC	TOTAL	TEMP	POTENTIAL	TOTAL3	TEMPAVG	PRESSURE	GPRESSURE	VOLUME	PRESSAVG	GPRESSAVG	DENSITY
0	0.0026	0.0000	0.0000	0.0000	-11367.9087	1223.1551	0.0000	0.0000	0.0000	-10144.7511	0.0000	-10144.7511	-10144.7511	0.0000	-12.2755	-26890.8488	25630.6257	-12.2755	-26890.8488	0.9984118649947746
0	0.0026	0.0000	0.0000	0.0000	-11367.9087	1223.1551	0.0000	0.0000	0.0000	-10144.7511	0.0000	-10144.7511	-10144.7515	0.0000	-4464.2926	-4464.2926	25630.6257	-4464.2926	-4464.2926	0.9984118649947746
2500	2.5578	0.0000	0.0000	0.0000	-10414.8657	1197.8366	0.0000	0.0000	898.2367	-8316.2345	178.7320	-9214.4712	-8315.9511	109.6558	-534.6699	-551.7472	25630.6257	-1774.8841	-1774.9081	0.9984118649947746
3000	2.2774	0.0000	0.0000	0.0000	-10414.5738	1185.9385	0.0000	0.0000	908.2133	-8318.1446	179.8637	-9226.3579	-8317.7480	179.8637	-450.8473	-450.8473	25630.6257	-450.8473	-450.8473	1.006698166471215
5500	6.0792	0.0000	0.0000	0.0000	-9764.6866	1013.2147	0.0000	0.0000	1280.6138	-7464.7788	253.6144	-8745.3926	-7464.4337	219.2297	-402.8094	-403.9613	25630.6257	-490.1992	-490.4427	1.006698166471215
6000	6.0792	0.0000	0.0000	0.0000	-9764.6099	1008.7012	0.0000	0.0000	1282.7054	-7467.1241	253.4302	-8749.8295	-7466.4910	253.4302	-336.6718	-336.6718	25630.6257	-336.6718	-336.6718	1.010844556576705
8500	6.9684	0.0000	0.0000	0.0000	-9335.1356	922.9631	0.0000	0.0000	1411.4625	-6993.7416	278.8693	-8405.2041	-6992.6804	262.1626	137.8409	132.2458	25630.6257	-201.3647	-201.3036	1.010844556576705
9000	3.6031	0.0000	0.0000	0.0000	-9355.7832	940.9824	0.0000	0.0000	1406.6537	-7004.5440	278.5755	-8411.1977	-7003.8136	278.5755	217.8686	217.8686	25630.6257	217.8686	217.8686	1.004890599534603
11500	3.4805	0.0000	0.0000	0.0000	-9078.4680	829.0493	0.0000	0.0000	1490.4192	-6755.5190	295.1645	-8245.9382	-6755.3080	283.7367	-456.9454	-441.1077	25630.6257	-254.7264	-254.6387	1.004890599534603
12000	2.9060	0.0000	0.0000	0.0000	-9078.8382	829.9405	0.0000	0.0000	1487.8200	-6758.1718	294.6498	-8245.9917	-6757.4470	294.6498	-400.9332	-400.9332	25630.6257	-400.9332	-400.9332	1.004890599534603
14500	5.1527	0.0000	0.0000	0.0000	-8926.7145	825.3473	0.0000	0.0000	1486.8261	-6609.3884	294.4529	-8096.2145	-6609.0876	295.2902	185.5381	189.4642	25630.6257	22.0319	22.1559	1.004890599534603
15000	3.7707	0.0000	0.0000	0.0000	-8926.7374	825.8809	0.0000	0.0000	1483.7176	-6613.3682	294.1847	-8097.0858	-6612.6521	294.1847	51.9968	51.9968	25630.6257	51.9968	51.9968	1.0028174044818579
17500	5.8013	0.0000	0.0000	0.0000	-8884.6651	824.3699	0.0000	0.0000	1597.7162	-6456.7777	316.7878	-8054.4939	-6455.7883	303.6561	217.5638	205.4875	25630.6257	76.0715	76.3701	1.0028174044818579
18000	4.9764	0.0000	0.0000	0.0000	-8896.0909	829.0865	0.0000	0.0000	1600.6053	-6461.4227	316.9859	-8062.0280	-6460.6538	316.9859	245.6396	245.6396	25630.6257	245.6396	245.6396	1.0039835766990268
20500	6.6366	0.0000	0.0000	0.0000	-8903.2750	920.5204	0.0000	0.0000	1580.9193	-6395.1986	313.0873	-7976.1179	-6394.5463	312.3129	1291.5477	1297.4216	25630.6257	293.2254	293.3359	1.0039835766990268
21000	5.7295	0.0000	0.0000	0.0000	-8903.6164	925.4053	0.0000	0.0000	1573.4882	-6398.9933	312.7233	-7972.4816	-6398.2033	312.7233	1235.9658	1235.9658	25630.6257	1235.9658	1235.9658	0.9977639915407918
23500	5.7514	0.0000	0.0000	0.0000	-8795.6935	790.1104	0.0000	0.0000	1513.3416	-6486.4900	300.7694	-7999.8316	-6486.1342	309.9350	-18.5361	-12.1454	25630.6257	-64.8811	-64.9285	0.9977639915407918
24000	5.6271	0.0000	0.0000	0.0000	-8811.8528	791.2570	0.0000	0.0000	1519.0369	-6495.9318	301.5440	-8014.9687	-6495.1499	301.5440	-61.5386	-61.5386	25630.6257	-61.5386	-61.5386	0.998023140922385
26500	6.5814	0.0000	0.0000	0.0000	-8825.5734	792.5966	0.0000	0.0000	1543.7566	-6482.6388	306.4512	-8026.3954	-6482.5924	310.6882	-168.8597	-173.0411	25630.6257	37.1967	37.3885	0.998023140922385
27000	5.5417	0.0000	0.0000	0.0000	-8821.9194	786.7069	0.0000	0.0000	1544.2539	-6485.4170	306.1875	-8029.6709	-6484.6638	306.1875	-117.7329	-117.7329	25630.6257	-117.7329	-117.7329	1.00009633597513
29500	7.6318	0.0000	0.0000	0.0000	-8824.8178	831.3917	0.0000	0.0000	1555.3008	-6430.4935	308.3778	-7985.7943	-6429.9180	310.3659	528.3551	524.7304	25630.6257	104.4750	104.5990	1.00009633597513
30000	4.2011	0.0000	0.0000	0.0000	-8825.1607	841.4968	0.0000	0.0000	1545.2808	-6434.1820	307.8467	-7979.4628	-6433.4016	307.8467	326.4880	326.4880	25630.6257	326.4880	326.4880	0.9918035557641497
32500	1.3857	0.0000	0.0000	0.0000	-8899.8261	866.4611	0.0000	0.0000	1581.9538	-6450.0256	315.1526	-8031.9793	-6449.3307	311.8810	461.4109	472.3994	25630.6257	164.2399	164.6834	0.9918035557641497
33000	1.2914	0.0000	0.0000	0.0000	-8899.9382	862.6994	0.0000	0.0000	1576.5930	-6459.3544	314.0846	-8035.9474	-6458.5696	314.0846	403.3516	403.3516	25630.6257	403.3516	403.3516	0.9918035557641497
35500	2.9227	0.0000	0.0000	0.0000	-8865.2012	809.8850	0.0000	0.0000	1621.4923	-6430.9013	323.0293	-8052.3935	-6430.3320	310.8212	-244.5428	-235.9516	25630.6257	-45.0061	-45.1771	0.9918035557641497
36000	2.0945	0.0000	0.0000	0.0000	-8865.3079	812.4660	0.0000	0.0000	1615.6061	-6435.1414	322.2394	-8050.7475	-6434.3647	322.2394	-292.0985	-292.0985	25630.6257	-292.0985	-292.0985	0.9897303607114046
38500	2.2506	0.0000	0.0000	0.0000	-8881.2483	844.2414	0.0000	0.0000	1598.9499	-6435.8065	318.9172	-8034.7563	-6436.0563	314.2733	1.7338	6.8978	25630.6257	-104.2786	-104.0292	0.9897303607114046
39000	2.2506	0.0000	0.0000	0.0000	-8867.8079	841.2752	0.0000	0.0000	1596.1346	-6428.1476	318.7347	-8024.2822	-6427.3821	318.7347	-32.9528	-32.9528	25630.6257	-32.9528	-32.9528	0.9885641884942357
41500	4.9026	0.0000	0.0000	0.0000	-8887.4549	854.6758	0.0000	0.0000	1503.4817	-6524.3948	300.2327	-8027.8765	-6523.8181	308.5345	200.0478	190.2864	25630.6257	-125.8541	-126.1791	0.9885641884942357
42000	4.8255	0.0000	0.0000	0.0000	-8896.2780	848.6650	0.0000	0.0000	1508.3235	-6534.4640	300.1277	-8042.7875	-6533.7226	300.1277	218.3120	218.3120	25630.6257	218.3120	218.3120	0.9938767508168949
44500	3.4916	0.0000	0.0000	0.0000	-8851.4432	840.5802	0.0000	0.0000	1546.3687	-6461.0028	307.6980	-8007.3715	-6460.7329	306.4371	171.4220	173.2030	25630.6257	-346.8310	-346.8810	0.9938767508168949
45000	2.6928	0.0000	0.0000	0.0000	-8852.4264	844.2378	0.0000	0.0000	1547.7624	-6457.7334	308.3410	-8005.4958	-6456.9705	308.3410	167.9761	167.9761	25630.6257	167.9761	167.9761	0.9918035557641497
47500	3.9258	0.0000	0.0000	0.0000	-8946.2490	856.5124	0.0000	0.0000	1621.5625	-6464.2483	323.0433	-8085.8108	-6463.8137	311.4809	74.7286	75.3593	25630.6257	-146.0682	-145.7657	0.9918035557641497
48000	2.9158	0.0000	0.0000	0.0000	-8946.3069	856.0248	0.0000	0.0000	1620.3038	-6467.0625	322.7925	-8087.3663	-6466.2909	322.7925	111.6147	111.6147	25630.6257	111.6147	111.6147	0.9918035557641497
50500	7.3043	0.0000	0.0000	0.0000	-8873.8124	838.6603	0.0000	0.0000	1517.4862	-6510.3616	302.3095	-8027.8478	-6511.2204	307.5705	39.6871	50.6861	25630.6257	-256.1940	-256.1117	0.9918035557641497
51000	6.9298	0.0000	0.0000	0.0000	-8890.1662	842.9766	0.0000	0.0000	1515.2493	-6525.0105	301.8639	-8040.2598	-6524.2670	301.8639	-19.3237	-19.3237	25630.6257	-19.3237	-19.3237	0.9899959888275377
53500	2.2860	0.0000	0.0000	0.0000	-8821.2060	771.8835	0.0000	0.0000	1527.0823	-6519.9543	304.2212	-8047.0366	-6519.7673	309.7081	-740.6346	-739.6943	25630.6257	-233.8684	-234.3850	0.9899959888275377
54000	2.2407	0.0000	0.0000	0.0000	-8827.9816	773.7886	0.0000	0.0000	1525.4517	-6526.5006	303.8964	-8051.9523	-6525.7668	303.8964	-745.3370	-745.3370	25630.6257	-745.3370	-745.3370	0.9890889659919617
56500	4.1062	0.0000	0.0000	0.0000	-8907.1340	895.4708	0.0000	0.0000	1570.5865	-6436.9705	312.8880	-8007.5570	-6436.0437	311.1808	737.0903	722.0283	25630.6257	-319.8421	-319.6563	0.9890889659919617
57000	4.1062	0.0000	0.0000	0.0000	-8897.3644	887.4805	0.0000	0.0000	1570.2546	-6435.5232	312.4508	-8005.7778	-6434.7541	312.4508	715.6891	715.6891	25630.6257	715.6891	715.6891	0.9920691838802828
59500	2.3007	0.0000	0.0000	0.0000	-8815.4905	797.1164	0.0000	0.0000	1603.2704	-6412.8030	319.0203	-8016.0734	-6413.0903	312.8730	-254.7015	-238.6498	25630.6257	11.9650	11.8199	0.9920691838802828
60000	2.0956	0.0000	0.0000	0.0000	-8802.1824	798.5471	0.0000	0.0000	1598.9092	-6402.6305	318.9091	-8001.5396	-6401.8514	318.9091	-262.2649	-262.2649	25630.6257	-262.2649	-262.2649	0.9888298166103687
62500	4.2136	0.0000	0.0000	0.0000	-8799.6521	834.5955	0.0000	0.0000	1584.6840	-6376.1590	316.0718	-7960.8430	-6374.7489	317.0214	123.6515	115.7032	25630.6257	-139.4899	-139.4843	0.9888298166103687
63000	3.2427	0.0000	0.0000	0.0000	-8806.9678	826.6351	0.0000	0.0000	1590.1790	-6386.9111	316.0405	-7977.0901	-6386.1300	316.0405	182.4372	182.4372	25630.6257	182.4372	182.4372	0.9941423789330278
65500	2.6368	0.0000	0.0000	0.0000	-8831.3070	816.6753	0.0000	0.0000	1653.0985	-6358.8964	328.5454	-8011.9949	-6357.5649	320.0194	9.1289	3.8453	25630.6257	170.2251	169.7593	0.9941423789330278
66000	1.5370	0.0000	0.0000	0.0000	-8831.4219	811.9505	0.0000	0.0000	1658.2807	-6359.6537	328.7962	-8017.9344	-6358.8564	328.7962	121.6089	121.6089	25630.6257	121.6089	121.6089	0.9982887690385179
68500	3.8714	0.0000	0.0000	0.0000	-8704.9873	752.7844	0.0000	0.0000	1624.2024	-6324.1291	322.0393	-7948.3315	-6325.0026	322.2269	-300.8887	-293.2398	25630.6257	275.5000	275.6501	0.9982887690385179
69000	2.7594	0.0000	0.0000	0.0000	-8714.1243	755.3570	0.0000	0.0000	1620.2674	-6335.7405	321.2591	-7956.0079	-6334.9800	321.2591	-326.3418	-326.3418	25630.6257	-326.3418	-326.3418	0.997381746202942
71500	2.0017	0.0000	0.0000	0.0000	-8901.5560	838.1011	0.0000	0.0000	1588.2147	-6473.2385	314.9039	-8061.4532	-6472.1165	315.6979	208.3413	198.9168	25630.6257	87.5224	87.4396	0.997381746202942
72000	1.6905	0.0000	0.0000	0.0000	-8901.5749	832.5173	0.0000	0.0000	1591.7849	-6475.5822	314.8674	-8067.3671	-6474.8058	314.8674	248.6650	248.6650	25630.6257	248.6650	248.6650	1.001528136308432
74500	2.9873	0.0000	0.0000	0.0000	-8950.1781	865.5108	0.0000	0.0000	1508.4943	-6573.1857	298.3919	-8081.6800	-6571.8589	308.2499	356.2365	359.7174	25630.6257	168.6789	168.7418	1.001528136308432
75000	2.5740	0.0000	0.0000	0.0000	-8943.1397	861.0673	0.0000	0.0000	1509.2313	-6570.2671	298.5376	-8079.4984	-6569.4836	298.5376	372.0678	372.0678	25630.6257	372.0678	372.0678	1.002435159144008
77500	5.6669	0.0000	0.0000	0.0000	-8941.6147	842.4740	0.0000	0.0000	1569.4804	-6523.9934	310.4554	-8093.4738	-6522.9620	307.4012	153.7697	166.4774	25630.6257	160.4590	160.7654	1.002435159144008
78000	3.7686	0.0000	0.0000	0.0000	-8937.9516	833.3570	0.0000	0.0000	1570.2318	-6530.5942	310.2381	-8100.8260	-6529.8119	310.2381	109.5300	109.5300	25630.6257	109.5300	109.5300	1.004508354196753
80500	3.7445	0.0000	0.0000	0.0000	-8975.6466	882.7070	0.0000	0.0000	1566.1920	-6523.0029	309.4400	-8089.1950	-6522.4693	309.9520	818.2042	835.9618	25630.6257	239.8874	239.9534	1.004508354196753
81000	3.2852	0.0000	0.0000	0.0000	-8975.5950	881.2420	0.0000	0.0000	1565.4652	-6525.6026	308.9325	-8091.0678	-6524.8212	308.9325	847.3692	847.3692	25630.6257	847.3692	847.3692	1.006581549249498
83500	5.1912	0.0000	0.0000	0.0000	-8961.4958	823.5582	0.0000	0.0000	1603.3064	-6529.4400	316.4002	-8132.7463	-6528.4877	307.0992	112.8094	118.7682	25630.6257	310.8924	311.0257	1.006581549249498
84000	4.2370	0.0000	0.0000	0.0000	-8938.5380	826.6057	0.0000	0.0000	1596.4834	-6511.2119	316.1696	-8107.6953	-6510.4395	316.1696	89.2381	89.2381	25630.6257	89.2381	89.2381	1.002169531027875
86500	4.8991	0.0000	0.0000	0.0000	-8864.6669	757.6211	0.0000	0.0000	1574.5057	-6527.6411	311.8171	-8102.1468	-6526.0670	308.9897	-763.6977	-763.0071	25630.6257	112.6400	112.7042	1.002169531027875
87000	4.8317	0.0000	0.0000	0.0000	-8857.4378	762.2876	0.0000	0.0000	1569.5007	-6520.8178	311.5616	-8090.3185	-6520.0420	311.5616	-783.9325	-783.9325	25630.6257	-783.9325	-783.9325	0.9989301637579608
89500	4.7840	0.0000	0.0000	0.0000	-8872.2975	823.4263	0.0000	0.0000	1525.6254	-6518.4619	302.8519	-8044.0872	-6517.7692	307.5171	-57.5110	-35.8658	25630.6257	1.5921	1.2681	0.9989301637579608
90000	2.4983	0.0000	0.0000	0.0000	-8871.8614	825.5838	0.0000	0.0000	1530.1509	-6513.6285	303.3912	-8043.7794	-6512.8723	303.3912	122.0863	122.0863	25630.6257	122.0863	122.0863	1.001003358810706
92500	3.2825	0.0000	0.0000	0.0000	-8951.2020	840.2379	0.0000	0.0000	1560.6209	-6547.0607	309.4327	-8107.6816	-6545.8426	308.4753	202.8086	200.3573	25630.6257	189.7738	189.6257	1.001003358810706
93000	3.2825	0.0000	0.0000	0.0000	-8951.5084	839.1545	0.0000	0.0000	1561.5097	-6547.5617	309.2434	-8109.0714	-6546.8044	309.2434	252.3308	252.3308	25630.6257	252.3308	252.3308	1.003076553863451
95500	5.6559	0.0000	0.0000	0.0000	-8944.7990	815.6597	0.0000	0.0000	1544.6136	-6578.8699	305.8972	-8123.4835	-6577.9537	305.8430	-151.7121	-180.6743	25630.6257	98.9286	99.0989	1.003076553863451
96000	5.3661	0.0000	0.0000	0.0000	-8936.1355	822.1724	0.0000	0.0000	1538.6048	-6569.9922	305.4285	-8108.5970	-6569.2237	305.4285	-161.2337	-161.2337	25630.6257	-161.2337	-161.2337	0.9998371865935368
98500	3.1660	0.0000	0.0000	0.0000	-9015.1860	887.2079	0.0000	0.0000	1537.6485	-6587.1636	305.2386	-8124.8121	-6586.3671	301.0147	422.1707	411.3461	25630.6257	-38.2453	-38.3356	0.9998371865935368
99000	2.4812	0.0000	0.0000	0.0000	-9021.2507	894.4900	0.0000	0.0000	1533.1978	-6591.0817	305.0772	-8124.2795	-6590.3219	305.0772	348.1452	348.1452	25630.6257	348.1452	348.1452	0.9947837736524707
101500	7.0269	0.0000	0.0000	0.0000	-8983.1257	905.0176	0.0000	0.0000	1562.5551	-6508.5261	310.9187	-8071.0812	-6507.6785	306.5600	506.9945	510.9735	25630.6257	-127.1573	-127.2725	0.9947837736524707
102000	4.6552	0.0000	0.0000	0.0000	-8985.3392	902.7618	0.0000	0.0000	1564.9938	-6512.9284	311.0350	-8077.9222	-6512.1411	311.0350	644.9017	644.9017	25630.6257	644.9017	644.9017	0.9968569687052158
104500	2.9130	0.0000	0.0000	0.0000	-8837.5699	829.5482	0.0000	0.0000	1572.5893	-6432.5193	312.5446	-8005.1086	-6430.1802	311.4607	168.2453	159.6079	25630.6257	15.8900	16.1822	0.9968569687052158
105000	2.7213	0.0000	0.0000	0.0000	-8847.7409	825.8830	0.0000	0.0000	1573.2328	-6445.9038	311.9333	-8019.1366	-6445.1574	311.9333	190.7907	190.7907	25630.6257	190.7907	190.7907	1.00009633597513
107500	6.6276	0.0000	0.0000	0.0000	-8816.0733	757.3058	0.0000	0.0000	1597.2900	-6454.8500	316.7033	-8052.1399	-6453.4661	312.3161	-198.7692	-206.4693	25630.6257	89.4233	89.6174	1.00009633597513
108000	6.6276	0.0000	0.0000	0.0000	-8800.5246	747.3631	0.0000	0.0000	1596.8757	-6449.6583	315.8744	-8046.5339	-6448.8981	315.8744	-166.9387	-166.9387	25630.6257	-166.9387	-166.9387	1.005149748916196
110500	4.3678	0.0000	0.0000	0.0000	-8819.5291	832.0234	0.0000	0.0000	1566.2192	-6416.9186	309.8103	-7983.1378	-6417.1866	314.3467	455.8267	435.8539	25630.6257	243.3117	243.8575	1.005149748916196
111000	2.5161	0.0000	0.0000	0.0000	-8818.6538	844.1378	0.0000	0.0000	1561.3041	-6410.6958	309.9345	-7971.9999	-6409.9169	309.9345	456.9464	456.9464	25630.6257	456.9464	456.9464	0.9989301637579608
113500	2.1181	0.0000	0.0000	0.0000	-8794.8089	800.2819	0.0000	0.0000	1537.7819	-6454.6270	305.2651	-7992.4089	-6453.8956	311.3155	-55.8068	-33.6315	25630.6257	181.0131	180.9488	0.9989301637579608
114000	1.8796	0.0000	0.0000	0.0000	-8787.4173	803.9547	0.0000	0.0000	1531.4749	-6450.1081	304.3733	-7981.5830	-6449.3244	304.3733	-28.2723	-28.2723	25630.6257	-28.2723	-28.2723	0.9977639915407918
116500	3.0442	0.0000	0.0000	0.0000	-8794.8806	773.8268	0.0000	0.0000	1561.4848	-6456.5247	310.3376	-8018.0095	-6455.4634	311.5791	-403.7002	-417.9707	25630.6257	-14.1606	-13.9547	0.9977639915407918
117000	2.7942	0.0000	0.0000	0.0000	-8784.1093	772.1377	0.0000	0.0000	1557.7627	-6451.4146	310.3333	-8009.1773	-6450.6759	310.3333	-462.7855	-462.7855	25630.6257	-462.7855	-462.7855	0.9945246242708776
119500	4.4786	0.0000	0.0000	0.0000	-8800.4027	760.2955	0.0000	0.0000	1586.9934	-6448.6353	316.1565	-8035.6287	-6447.4718	311.6289	-424.3289	-441.3685	25630.6257	41.5094	42.0449	0.9945246242708776
120000	3.6639	0.0000	0.0000	0.0000	-8800.2139	759.7130	0.0000	0.0000	1585.3126	-6451.5243	315.8217	-8036.8370	-6450.7468	315.8217	-487.7510	-487.7510	25630.6257	-487.7510	-487.7510	0.9945246242708776
122500	3.7867	0.0000	0.0000	0.0000	-8917.0764	892.1198	0.0000	0.0000	1492.4072	-6528.7627	297.3133	-8021.1699	-6527.2067	307.9776	775.6064	766.2126	25630.6257	-62.1177	-62.3300	0.9945246242708776
123000	1.3801	0.0000	0.0000	0.0000	-8941.6510	893.5011	0.0000	0.0000	1496.3038	-6550.4660	297.0313	-8046.7698	-6549.7226	297.0313	885.0109	885.0109	25630.6257	885.0109	885.0109	0.998023140922385
125500	3.4528	0.0000	0.0000	0.0000	-8857.9428	822.1383	0.0000	0.0000	1530.2812	-6502.0706	303.7761	-8032.3517	-6501.7393	309.6802	279.4539	299.3601	25630.6257	45.8786	46.2437	0.998023140922385
126000	2.3445	0.0000	0.0000	0.0000	-8857.6145	823.0353	0.0000	0.0000	1525.2085	-6507.0262	303.1279	-8032.2347	-6506.2746	303.1279	185.4059	185.4059	25630.6257	185.4059	185.4059	0.9959499458696399
128500	2.5425	0.0000	0.0000	0.0000	-8766.5919	814.1753	0.0000	0.0000	1467.6597	-6482.2143	291.6904	-7949.8741	-6480.9930	308.3604	249.4083	222.0423	25630.6257	120.5649	120.3141	0.9959499458696399
129000	2.4623	0.0000	0.0000	0.0000	-8758.5431	818.6095	0.0000	0.0000	1460.8575	-6476.6138	291.0281	-7937.4713	-6475.8650	291.0281	199.9815	199.9815	25630.6257	199.9815	199.9815	0.9927105785997257
131500	4.1693	0.0000	0.0000	0.0000	-8789.7528	806.6370	0.0000	0.0000	1539.6118	-6439.3347	306.7173	-7978.9465	-6438.5761	310.9238	-123.9496	-103.6718	25630.6257	77.7972	77.3729	0.9927105785997257
132000	3.7458	0.0000	0.0000	0.0000	-8789.9807	806.0674	0.0000	0.0000	1536.0732	-6444.0943	306.0124	-7980.1675	-6443.3380	306.0124	-135.2214	-135.2214	25630.6257	-135.2214	-135.2214	0.9927105785997257
134500	3.1375	0.0000	0.0000	0.0000	-8801.2679	798.6182	0.0000	0.0000	1506.8551	-6492.6571	300.1916	-7999.5122	-6492.8207	313.8427	-181.1997	-166.6145	25630.6257	58.6777	58.7479	0.9927105785997257
135000	1.8518	0.0000	0.0000	0.0000	-8801.8949	798.8826	0.0000	0.0000	1497.4240	-6503.7365	298.3128	-8001.1605	-6502.9753	298.3128	-180.0748	-180.0748	25630.6257	-180.0748	-180.0748	0.9927105785997257
137500	2.9976	0.0000	0.0000	0.0000	-8886.7217	787.4410	0.0000	0.0000	1550.5618	-6545.7213	308.8987	-8096.2831	-6545.3480	305.0832	-530.4917	-512.6856	25630.6257	-143.5493	-143.8298	0.9927105785997257
138000	2.9143	0.0000	0.0000	0.0000	-8886.3815	780.4402	0.0000	0.0000	1553.7256	-6549.3013	308.7955	-8103.0270	-6548.6063	308.7955	-480.7355	-480.7355	25630.6257	-480.7355	-480.7355	0.9968569687052158
140500	3.1658	0.0000	0.0000	0.0000	-9020.1983	893.8575	0.0000	0.0000	1579.6285	-6543.5465	313.9436	-8123.1750	-6541.5309	307.4293	506.5049	498.1965	25630.6257	-30.1028	-30.2160	0.9968569687052158
141000	3.1658	0.0000	0.0000	0.0000	-9020.1197	891.2971	0.0000	0.0000	1579.3596	-6546.2971	313.5187	-8125.6568	-6545.5368	313.5187	524.7178	524.7178	25630.6257	524.7178	524.7178	0.9989301637579608
143500	7.1893	0.0000	0.0000	0.0000	-8789.2506	733.8610	0.0000	0.0000	1569.1984	-6479.0018	311.5016	-8048.2002	-6477.8116	309.4884	-717.4281	-708.9469	25630.6257	-40.4152	-40.6025	0.9989301637579608
144000	6.5560	0.0000	0.0000	0.0000	-8789.3995	732.6859	0.0000	0.0000	1569.2508	-6480.9069	311.5120	-8050.1577	-6480.1729	311.5120	-785.7274	-785.7274	25630.6257	-785.7274	-785.7274	0.9989301637579608
146500	2.7883	0.0000	0.0000	0.0000	-8920.6851	813.3991	0.0000	0.0000	1532.0651	-6572.4325	304.1303	-8104.4976	-6570.9946	308.3577	-400.3811	-396.7225	25630.6257	-34.9191	-35.1662	0.9989301637579608
147000	2.2243	0.0000	0.0000	0.0000	-8921.1211	814.1290	0.0000	0.0000	1532.8737	-6571.8942	304.6513	-8104.7678	-6571.1350	304.6513	-403.5449	-403.5449	25630.6257	-403.5449	-403.5449	0.9968569687052158
149500	2.7966	0.0000	0.0000	0.0000	-8938.5289	840.0379	0.0000	0.0000	1542.7949	-6552.8994	306.6231	-8095.6943	-6551.2466	305.4140	-52.0281	-61.5199	25630.6257	109.7062	110.1348	0.9968569687052158
150000	2.7215	0.0000	0.0000	0.0000	-8938.4635	840.2612	0.0000	0.0000	1535.9280	-6559.5526	305.6205	-8095.4807	-6558.7942	305.6205	-167.2192	-167.2192	25630.6257	-167.2192	-167.2192	0.9947837736524707
152500	5.4914	0.0000	0.0000	0.0000	-8850.3983	843.8299	0.0000	0.0000	1564.8819	-6436.1951	311.3817	-8001.0770	-6435.7723	309.2071	376.4434	372.3226	25630.6257	-148.4136	-148.3542	0.9947837736524707
153000	3.9483	0.0000	0.0000	0.0000	-8850.1782	835.7747	0.0000	0.0000	1570.8844	-6439.5709	311.8363	-8010.4553	-6438.7997	311.8363	414.0964	414.0964	25630.6257	414.0964	414.0964	0.9989301637579608
155500	2.6524	0.0000	0.0000	0.0000	-8849.4195	799.4036	0.0000	0.0000	1563.9816	-6483.3819	310.4660	-8047.3636	-6483.1732	311.1608	-220.8619	-222.4182	25630.6257	-70.7832	-70.4523	0.9989301637579608
156000	2.0371	0.0000	0.0000	0.0000	-8866.7804	812.8715	0.0000	0.0000	1564.6790	-6487.1928	310.6045	-8051.8717	-6486.4123	310.6045	-180.1027	-180.1027	25630.6257	-180.1027	-180.1027	0.997116118086809
158500	1.9558	0.0000	0.0000	0.0000	-8811.3353	785.9364	0.0000	0.0000	1556.7407	-6466.7024	309.0286	-8023.4431	-6466.0192	311.8805	-253.9950	-261.4891	25630.6257	16.2234	16.6615	0.997116118086809
159000	1.6969	0.0000	0.0000	0.0000	-8811.3897	785.9168	0.0000	0.0000	1558.5871	-6465.1890	309.3952	-8023.7761	-6464.4481	309.3952	-252.5706	-252.5706	25630.6257	-252.5706	-252.5706	0.997116118086809
161500	3.9949	0.0000	0.0000	0.0000	-8809.9491	779.8783	0.0000	0.0000	1548.7103	-6477.3656	307.4345	-8026.0759	-6477.0582	310.2814	-394.1888	-402.0003	25630.6257	-17.5856	-17.8646	0.997116118086809
162000	1.8562	0.0000	0.0000	0.0000	-8809.9984	786.0390	0.0000	0.0000	1539.6060	-6482.4971	306.3523	-8022.1032	-6481.7503	306.3523	-411.6719	-411.6719	25630.6257	-411.6719	-411.6719	0.9929697279813189
164500	1.3764	0.0000	0.0000	0.0000	-8858.3627	822.8503	0.0000	0.0000	1550.9862	-6483.1498	308.6168	-8034.1360	-6482.0776	308.8936	20.3223	18.3739	25630.6257	-191.9453	-191.5322	0.9929697279813189
165000	1.0246	0.0000	0.0000	0.0000	-8853.5610	823.3929	0.0000	0.0000	1550.4779	-6478.6657	308.1501	-8029.1435	-6477.9248	308.1501	80.0310	80.0310	25630.6257	80.0310	80.0310	0.9959499458696399
167500	4.5325	0.0000	0.0000	0.0000	-8875.3943	803.8196	0.0000	0.0000	1556.2740	-6510.7682	309.3020	-8067.0422	-6508.9499	310.1004	-303.7295	-292.6263	25630.6257	-32.0600	-32.2886	0.9959499458696399
168000	4.1221	0.0000	0.0000	0.0000	-8875.2506	807.8727	0.0000	0.0000	1554.6147	-6508.6410	309.3388	-8063.2557	-6507.8691	309.3388	-325.4127	-325.4127	25630.6257	-325.4127	-325.4127	0.9938767508168949
170500	5.2765	0.0000	0.0000	0.0000	-8821.6610	779.0090	0.0000	0.0000	1604.8309	-6432.5446	319.3308	-8037.3755	-6431.3495	311.2484	-158.9448	-154.2508	25630.6257	45.0573	44.9113	0.9938767508168949
171000	5.2765	0.0000	0.0000	0.0000	-8847.1820	775.8371	0.0000	0.0000	1614.9652	-6451.1032	319.4526	-8066.0684	-6450.3333	319.4526	-21.3530	-21.3530	25630.6257	-21.3530	-21.3530	1.002435159144008
