#TS	BOND	ANGLE	DIHED	IMPRP	ELECT	VDW	BOUNDARY	MISC	KINETIC	TOTAL	TEMP	POTENTIAL	TOTAL3	TEMPAVG	PRESSURE	GPRESSURE	VOLUME	PRESSAVG	GPRESSAVG	DENSITY
1067500	5.2427	0.0000	0.0000	0.0000	-8923.2771	823.0234	0.0000	0.0000	1573.1672	-6521.8438	311.9203	-8095.0110	-6521.9168	305.3526	-88.9665	-91.2402	25630.6257	-3.3522	-3.2327	0.9991893131395541
1068000	3.7337	0.0000	0.0000	0.0000	-8923.1870	823.4871	0.0000	0.0000	1577.7641	-6518.2021	312.8318	-8095.9662	-6517.4340	312.8318	-26.7158	-26.7158	25630.6257	-26.7158	-26.7158	0.9991893131395541
1070500	2.5108	0.0000	0.0000	0.0000	-8827.6126	738.9818	0.0000	0.0000	1603.1058	-6483.0142	317.8564	-8086.1200	-6482.9719	309.0282	-846.3557	-851.8244	25630.6257	-57.5816	-57.3244	0.9991893131395541
1071000	1.9332	0.0000	0.0000	0.0000	-8827.5830	735.3343	0.0000	0.0000	1606.7289	-6483.5866	317.8234	-8090.3155	-6482.8394	317.8234	-792.1988	-792.1988	25630.6257	-792.1988	-792.1988	1.003335703245044
1073500	3.8479	0.0000	0.0000	0.0000	-8945.1408	821.7113	0.0000	0.0000	1564.5224	-6555.0592	309.4746	-8119.5816	-6554.0417	309.2130	10.7451	19.3960	25630.6257	40.4432	40.5625	1.003335703245044
1074000	3.7733	0.0000	0.0000	0.0000	-8945.3770	825.6567	0.0000	0.0000	1563.9392	-6552.0077	309.3593	-8115.9469	-6551.2383	309.3593	55.9507	55.9507	25630.6257	55.9507	55.9507	1.003335703245044
1076500	4.5594	0.0000	0.0000	0.0000	-8997.8754	810.6913	0.0000	0.0000	1555.9201	-6626.7045	307.7730	-8182.6246	-6625.5181	304.0778	-345.5955	-354.9494	25630.6257	104.0254	103.9724	1.003335703245044
1077000	3.2162	0.0000	0.0000	0.0000	-8997.9210	814.2200	0.0000	0.0000	1552.9492	-6627.5356	307.5480	-8180.4848	-6626.7594	307.5480	-306.0672	-306.0672	25630.6257	-306.0672	-306.0672	1.001262508192299
1079500	4.4396	0.0000	0.0000	0.0000	-8897.5040	783.7599	0.0000	0.0000	1545.9752	-6563.3293	306.1669	-8109.3045	-6563.3282	304.7971	-319.9366	-328.1645	25630.6257	-16.2081	-15.6142	1.001262508192299
1080000	3.9307	0.0000	0.0000	0.0000	-8881.6034	782.4831	0.0000	0.0000	1540.3096	-6554.8800	305.7669	-8095.1896	-6554.1119	305.7669	-417.1374	-417.1374	25630.6257	-417.1374	-417.1374	0.998023140922385
1082500	5.5902	0.0000	0.0000	0.0000	-8911.6357	839.2381	0.0000	0.0000	1575.8584	-6490.9490	312.8237	-8066.8074	-6491.0015	303.1263	120.4023	130.0609	25630.6257	-243.7206	-243.7506	0.998023140922385
1083000	3.9621	0.0000	0.0000	0.0000	-8911.8932	840.1682	0.0000	0.0000	1577.4709	-6490.2920	313.1438	-8067.7629	-6489.5290	313.1438	222.7785	222.7785	25630.6257	222.7785	222.7785	0.998023140922385
1085500	4.1697	0.0000	0.0000	0.0000	-8711.4918	790.0242	0.0000	0.0000	1575.2559	-6342.0419	312.7041	-7917.2979	-6341.3851	313.6590	159.1615	169.8384	25630.6257	79.1540	79.4578	0.998023140922385
1086000	2.9279	0.0000	0.0000	0.0000	-8696.3090	789.7729	0.0000	0.0000	1570.5754	-6333.0328	313.2578	-7903.6082	-6332.2687	313.2578	-13.1808	-13.1808	25630.6257	-13.1808	-13.1808	0.9906373835469807
1088500	2.5485	0.0000	0.0000	0.0000	-8823.4830	827.3601	0.0000	0.0000	1578.7812	-6414.7932	314.8945	-7993.5744	-6414.5571	319.1962	176.6659	147.6730	25630.6257	85.1681	84.7401	0.9906373835469807
1089000	2.4644	0.0000	0.0000	0.0000	-8829.6942	817.4416	0.0000	0.0000	1583.9212	-6425.8670	314.7968	-8009.7882	-6425.0930	314.7968	152.9218	152.9218	25630.6257	152.9218	152.9218	0.9959499458696399
1091500	4.6670	0.0000	0.0000	0.0000	-8858.3294	741.0566	0.0000	0.0000	1567.1030	-6545.5028	311.4542	-8112.6058	-6543.7799	309.4496	-1105.0341	-1096.3323	25630.6257	-6.0912	-6.1332	0.9959499458696399
1092000	3.7149	0.0000	0.0000	0.0000	-8858.6588	737.3426	0.0000	0.0000	1572.7542	-6544.8472	311.8384	-8117.6014	-6544.1115	311.8384	-968.7510	-968.7510	25630.6257	-968.7510	-968.7510	1.00009633597513
1094500	2.6805	0.0000	0.0000	0.0000	-8863.8842	820.5152	0.0000	0.0000	1557.5837	-6483.1048	308.8305	-8040.6885	-6481.1609	309.1715	254.4426	253.5948	25630.6257	24.8011	24.7744	1.00009633597513
1095000	2.3502	0.0000	0.0000	0.0000	-8863.7909	823.3914	0.0000	0.0000	1557.4433	-6480.6059	309.5344	-8038.0492	-6479.8472	309.5344	151.4364	151.4364	25630.6257	151.4364	151.4364	0.9959499458696399
1097500	1.7747	0.0000	0.0000	0.0000	-8975.0938	911.3874	0.0000	0.0000	1557.0308	-6504.9008	309.4524	-8061.9317	-6503.4438	313.4143	762.2471	765.2745	25630.6257	30.1447	30.2001	0.9959499458696399
1098000	1.6131	0.0000	0.0000	0.0000	-8992.7037	913.0624	0.0000	0.0000	1554.6426	-6523.3857	308.9778	-8078.0283	-6522.6123	308.9778	684.1846	684.1846	25630.6257	684.1846	684.1846	0.9941423789330278
1100500	3.1905	0.0000	0.0000	0.0000	-8904.1244	839.3103	0.0000	0.0000	1504.0149	-6557.6086	298.9158	-8061.6236	-6556.5848	309.6572	-176.2615	-180.5715	25630.6257	-7.6252	-7.6183	0.9941423789330278
1101000	2.9853	0.0000	0.0000	0.0000	-8904.0404	839.1588	0.0000	0.0000	1505.3310	-6556.5652	299.1773	-8061.8963	-6555.7777	299.1773	-201.7237	-201.7237	25630.6257	-201.7237	-201.7237	0.9941423789330278
1103500	4.2417	0.0000	0.0000	0.0000	-8739.6936	770.9408	0.0000	0.0000	1548.8027	-6415.7084	307.8171	-7964.5110	-6415.2080	308.1740	-328.6202	-321.7267	25630.6257	-175.9058	-176.0888	0.9941423789330278
1104000	4.2417	0.0000	0.0000	0.0000	-8722.4057	760.3443	0.0000	0.0000	1552.3735	-6405.4462	307.7974	-7957.8197	-6404.6899	307.7974	-241.3335	-241.3335	25630.6257	-241.3335	-241.3335	1.00009633597513
1106500	3.3993	0.0000	0.0000	0.0000	-8845.2679	870.8442	0.0000	0.0000	1569.8250	-6401.1995	311.2576	-7971.0245	-6400.5659	313.7051	975.4994	979.9237	25630.6257	145.4703	145.6023	1.00009633597513
1107000	3.3090	0.0000	0.0000	0.0000	-8824.1722	867.2076	0.0000	0.0000	1569.0016	-6384.6540	311.8316	-7953.6556	-6383.8745	311.8316	930.4167	930.4167	25630.6257	930.4167	930.4167	0.9977639915407918
1109500	4.1446	0.0000	0.0000	0.0000	-8856.1854	843.6841	0.0000	0.0000	1565.8714	-6442.4853	311.2095	-8008.3567	-6442.4848	313.3107	362.8592	346.6523	25630.6257	17.0450	17.1149	0.9977639915407918
1110000	3.3345	0.0000	0.0000	0.0000	-8849.3741	855.2450	0.0000	0.0000	1556.6400	-6434.1545	310.8480	-7990.7945	-6433.3758	310.8480	290.1113	290.1113	25630.6257	290.1113	290.1113	0.9903782341653875
1112500	4.9525	0.0000	0.0000	0.0000	-8803.7679	809.2318	0.0000	0.0000	1575.6605	-6413.9232	314.6462	-7989.5837	-6413.0817	314.4482	-139.1110	-137.9954	25630.6257	-220.5678	-221.1048	0.9903782341653875
1113000	4.8917	0.0000	0.0000	0.0000	-8790.5237	807.2961	0.0000	0.0000	1568.3422	-6409.9937	313.5581	-7978.3360	-6409.2446	313.5581	-181.9965	-181.9965	25630.6257	-181.9965	-181.9965	0.9892120619482184
1115500	4.9518	0.0000	0.0000	0.0000	-8816.9936	844.6657	0.0000	0.0000	1525.4739	-6441.9023	304.9874	-7967.3762	-6441.8016	311.0326	55.0499	52.1776	25630.6257	-113.6646	-113.8212	0.9892120619482184
1116000	3.1762	0.0000	0.0000	0.0000	-8817.1092	844.8573	0.0000	0.0000	1525.1747	-6443.9009	304.9276	-7969.0757	-6443.1373	304.9276	148.1863	148.1863	25630.6257	148.1863	148.1863	0.9892120619482184
1118500	4.8595	0.0000	0.0000	0.0000	-8667.0538	736.9582	0.0000	0.0000	1511.6762	-6413.5598	302.2289	-7925.2361	-6413.8653	309.9343	-792.3601	-767.0719	25630.6257	-154.2405	-154.4477	0.9892120619482184
1119000	3.4781	0.0000	0.0000	0.0000	-8666.8743	729.4267	0.0000	0.0000	1515.0205	-6418.9489	302.1772	-7933.9694	-6418.1935	302.1772	-690.2066	-690.2066	25630.6257	-690.2066	-690.2066	0.9933584520537085
1121500	5.0212	0.0000	0.0000	0.0000	-8714.4910	765.2489	0.0000	0.0000	1555.2150	-6389.0059	310.1941	-7944.2209	-6388.0524	312.3500	-122.9449	-105.1409	25630.6257	24.9660	25.3775	0.9933584520537085
1122000	2.8078	0.0000	0.0000	0.0000	-8701.0775	766.2220	0.0000	0.0000	1551.7338	-6380.3139	309.8682	-7932.0477	-6379.5814	309.8682	-146.1015	-146.1015	25630.6257	-146.1015	-146.1015	0.9930928239375756
1124500	3.1784	0.0000	0.0000	0.0000	-8842.3826	821.4603	0.0000	0.0000	1602.9300	-6414.8140	320.0917	-8017.7440	-6415.0613	311.0109	1.7123	3.8990	25630.6257	-160.5959	-160.5238	0.9930928239375756
1125000	2.0183	0.0000	0.0000	0.0000	-8842.4052	823.8378	0.0000	0.0000	1603.5030	-6413.0462	320.5878	-8016.5491	-6412.3191	320.5878	-62.8408	-62.8408	25630.6257	-62.8408	-62.8408	0.9910196288848305
1127500	6.8578	0.0000	0.0000	0.0000	-8801.0034	801.0628	0.0000	0.0000	1538.6526	-6454.4302	307.6222	-7993.0828	-6453.3600	309.1644	-328.1819	-330.5477	25630.6257	-27.6430	-27.5754	0.9910196288848305
1128000	6.8502	0.0000	0.0000	0.0000	-8806.2190	802.4056	0.0000	0.0000	1532.8109	-6464.1523	306.8200	-7996.9632	-6463.4018	306.8200	-389.0140	-389.0140	25630.6257	-389.0140	-389.0140	0.9889464338320855
1130500	5.1795	0.0000	0.0000	0.0000	-8809.0236	775.8842	0.0000	0.0000	1517.2066	-6510.7532	303.6965	-8027.9598	-6510.2816	305.9084	-561.1395	-554.2273	25630.6257	-287.0957	-286.9512	0.9889464338320855
1131000	4.2811	0.0000	0.0000	0.0000	-8809.2206	771.8185	0.0000	0.0000	1520.2309	-6512.8901	303.9392	-8033.1210	-6512.1488	303.9392	-520.3591	-520.3591	25630.6257	-520.3591	-520.3591	0.9910196288848305
1133500	3.9596	0.0000	0.0000	0.0000	-8727.7361	798.6749	0.0000	0.0000	1561.4938	-6363.6079	312.1889	-7925.1016	-6362.7194	308.1568	-155.7654	-129.9285	25630.6257	-286.1551	-285.9473	0.9910196288848305
1134000	3.9015	0.0000	0.0000	0.0000	-8727.7996	802.6489	0.0000	0.0000	1558.6650	-6362.5841	311.9952	-7921.2492	-6361.8128	311.9952	-148.4138	-148.4138	25630.6257	-148.4138	-148.4138	0.9889464338320855
1136500	3.9749	0.0000	0.0000	0.0000	-8755.3775	766.6353	0.0000	0.0000	1583.6733	-6401.0941	317.0011	-7984.7674	-6400.2080	312.2209	-492.0056	-485.3677	25630.6257	-111.2192	-110.9676	0.9889464338320855
1137000	3.5565	0.0000	0.0000	0.0000	-8748.0475	761.1914	0.0000	0.0000	1584.5385	-6398.7611	316.7962	-7983.2996	-6398.0151	316.7962	-454.0465	-454.0465	25630.6257	-454.0465	-454.0465	0.9919266517204065
1139500	1.4746	0.0000	0.0000	0.0000	-8737.1770	810.2445	0.0000	0.0000	1558.7343	-6366.7235	311.6372	-7925.4578	-6365.8204	313.8482	115.0960	117.2898	25630.6257	-118.2526	-118.2142	0.9919266517204065
1140000	1.0216	0.0000	0.0000	0.0000	-8768.7454	813.7983	0.0000	0.0000	1562.1705	-6391.7550	311.5814	-7953.9255	-6391.0126	311.5814	112.3243	112.3243	25630.6257	112.3243	112.3243	0.9933584520537085
1142500	3.2807	0.0000	0.0000	0.0000	-8772.2679	774.2209	0.0000	0.0000	1582.8921	-6411.8742	315.7144	-7994.7663	-6410.8146	315.8374	-389.6742	-369.9175	25630.6257	-58.9884	-58.5832	0.9933584520537085
1143000	3.2806	0.0000	0.0000	0.0000	-8760.0099	771.2756	0.0000	0.0000	1578.7597	-6406.6940	315.2651	-7985.4537	-6405.9204	315.2651	-401.9903	-401.9903	25630.6257	-401.9903	-401.9903	0.9921922798365395
1145500	1.5275	0.0000	0.0000	0.0000	-8729.4344	786.0105	0.0000	0.0000	1524.0667	-6417.8297	304.3434	-7941.8964	-6415.6745	312.0264	-223.8796	-197.2767	25630.6257	-30.5963	-30.4786	0.9921922798365395
1146000	1.4655	0.0000	0.0000	0.0000	-8729.4621	780.2142	0.0000	0.0000	1523.7385	-6424.0439	303.5551	-7947.7824	-6423.2720	303.5551	-164.9755	-164.9755	25630.6257	-164.9755	-164.9755	0.9963386699420296
1148500	7.1828	0.0000	0.0000	0.0000	-8777.7276	817.5900	0.0000	0.0000	1562.6302	-6390.3246	311.3030	-7952.9548	-6391.7457	311.8598	-21.0818	-17.6823	25630.6257	-101.1169	-101.0719	0.9963386699420296
1149000	6.8366	0.0000	0.0000	0.0000	-8778.0468	817.0146	0.0000	0.0000	1563.2642	-6390.9315	311.4293	-7954.1957	-6390.1670	311.4293	-41.0427	-41.0427	25630.6257	-41.0427	-41.0427	0.9963386699420296
1151500	3.6962	0.0000	0.0000	0.0000	-8678.6841	710.0341	0.0000	0.0000	1544.8879	-6420.0659	307.7684	-7964.9538	-6419.2430	310.1269	-688.3200	-703.3851	25630.6257	27.5741	27.9328	0.9963386699420296
1152000	3.6708	0.0000	0.0000	0.0000	-8671.0850	709.8835	0.0000	0.0000	1543.6778	-6413.8528	307.8930	-7957.5306	-6413.1230	307.8930	-725.6592	-725.6592	25630.6257	-725.6592	-725.6592	0.9951660189903206
1154500	6.8190	0.0000	0.0000	0.0000	-8834.7610	832.7028	0.0000	0.0000	1554.6013	-6440.6379	310.0717	-7995.2392	-6439.2725	310.6620	213.1764	213.2782	25630.6257	-17.4978	-17.1361	0.9951660189903206
1155000	6.7258	0.0000	0.0000	0.0000	-8834.8148	827.2127	0.0000	0.0000	1556.9898	-6443.8865	310.1793	-8000.8763	-6443.1249	310.1793	217.4967	217.4967	25630.6257	217.4967	217.4967	0.9972392140430657
1157500	6.1325	0.0000	0.0000	0.0000	-8767.5077	737.5512	0.0000	0.0000	1550.4398	-6473.3843	308.8744	-8023.8241	-6472.5579	309.2889	-783.2565	-790.8603	25630.6257	126.8569	126.8721	0.9972392140430657
1158000	5.8896	0.0000	0.0000	0.0000	-8768.0856	736.1161	0.0000	0.0000	1549.5446	-6476.5352	308.6961	-8026.0798	-6475.7733	308.6961	-826.9864	-826.9864	25630.6257	-826.9864	-826.9864	0.9972392140430657
1160500	3.4562	0.0000	0.0000	0.0000	-8856.9899	802.5684	0.0000	0.0000	1544.4518	-6506.5135	307.6815	-8050.9653	-6505.7707	307.1813	57.1544	42.7717	25630.6257	-85.4261	-85.8470	0.9972392140430657
1161000	1.8968	0.0000	0.0000	0.0000	-8857.0604	801.6322	0.0000	0.0000	1554.1314	-6499.4000	309.2426	-8053.5314	-6498.6551	309.2426	14.5258	14.5258	25630.6257	14.5258	14.5258	0.9993124090958108
1163500	5.2529	0.0000	0.0000	0.0000	-8798.8325	848.9112	0.0000	0.0000	1506.4706	-6438.1978	299.7590	-7944.6684	-6437.0062	308.2410	752.8603	772.4257	25630.6257	-22.7583	-22.9422	0.9993124090958108
1164000	4.2853	0.0000	0.0000	0.0000	-8824.5001	846.3781	0.0000	0.0000	1515.2077	-6458.6290	300.0737	-7973.8366	-6457.8238	300.0737	901.7735	901.7735	25630.6257	901.7735	901.7735	1.004890599534603
1166500	5.8771	0.0000	0.0000	0.0000	-8913.8331	828.9660	0.0000	0.0000	1599.4320	-6479.5580	316.7536	-8078.9900	-6479.6030	310.8164	138.5410	128.8632	25630.6257	179.9625	180.2102	1.004890599534603
1167000	5.5162	0.0000	0.0000	0.0000	-8913.8267	835.5497	0.0000	0.0000	1600.1934	-6472.5673	317.6544	-8072.7607	-6471.7993	317.6544	116.2719	116.2719	25630.6257	116.2719	116.2719	1.0007442094291128
1169500	5.0459	0.0000	0.0000	0.0000	-8797.2300	791.0894	0.0000	0.0000	1549.9611	-6451.1336	307.6828	-8001.0947	-6450.2142	311.3509	55.7198	38.0531	25630.6257	-1.7470	-1.5405	1.0007442094291128
1170000	5.0379	0.0000	0.0000	0.0000	-8796.9427	787.8279	0.0000	0.0000	1546.3586	-6457.7182	306.9677	-8004.0768	-6456.9611	306.9677	-14.8445	-14.8445	25630.6257	-14.8445	-14.8445	1.0007442094291128
1172500	2.9888	0.0000	0.0000	0.0000	-8824.9314	823.8628	0.0000	0.0000	1616.9065	-6381.1733	320.9721	-7998.0798	-6380.2352	312.7363	289.3888	284.1583	25630.6257	163.9398	163.8587	1.0007442094291128
1173000	2.8580	0.0000	0.0000	0.0000	-8824.8085	830.4849	0.0000	0.0000	1614.7570	-6376.7086	321.3059	-7991.4656	-6375.9522	321.3059	282.2358	282.2358	25630.6257	282.2358	282.2358	0.9965978193236228
1175500	4.5210	0.0000	0.0000	0.0000	-8785.2236	769.2108	0.0000	0.0000	1594.3506	-6417.1412	317.2454	-8011.4918	-6416.3188	315.2072	-245.3864	-259.6089	25630.6257	-133.3929	-133.5559	0.9965978193236228
1176000	3.9394	0.0000	0.0000	0.0000	-8797.3304	770.4269	0.0000	0.0000	1594.9476	-6428.0164	316.9882	-8022.9641	-6427.2659	316.9882	-205.7407	-205.7407	25630.6257	-205.7407	-205.7407	0.9977639915407918
1178500	3.3303	0.0000	0.0000	0.0000	-8769.5187	812.9209	0.0000	0.0000	1576.1064	-6377.1612	313.2436	-7953.2675	-6376.6062	313.2564	268.3863	298.5442	25630.6257	39.8092	39.8270	0.9977639915407918
1179000	2.3382	0.0000	0.0000	0.0000	-8756.0242	817.8061	0.0000	0.0000	1570.5258	-6365.3540	313.2479	-7935.8798	-6364.5630	313.2479	177.9940	177.9940	25630.6257	177.9940	177.9940	0.9924514292181326
1181500	6.0210	0.0000	0.0000	0.0000	-8739.2797	806.6765	0.0000	0.0000	1569.8860	-6356.6963	313.1203	-7926.5822	-6354.4167	317.8013	230.6387	237.8438	25630.6257	186.5909	186.3193	0.9924514292181326
1182000	3.6703	0.0000	0.0000	0.0000	-8739.4001	805.5527	0.0000	0.0000	1570.0175	-6360.1595	312.7746	-7930.1770	-6359.3656	312.7746	201.6080	201.6080	25630.6257	201.6080	201.6080	0.9945246242708776
1184500	2.1868	0.0000	0.0000	0.0000	-8818.5657	804.8282	0.0000	0.0000	1516.7168	-6494.8339	302.1562	-8011.5507	-6494.9520	313.5259	-139.7519	-157.7596	25630.6257	39.7005	39.6831	0.9945246242708776
1185000	2.0026	0.0000	0.0000	0.0000	-8818.3550	807.1953	0.0000	0.0000	1515.5707	-6493.5863	302.2869	-8009.1571	-6492.8333	302.2869	-197.5124	-197.5124	25630.6257	-197.5124	-197.5124	0.9924514292181326
1187500	3.4869	0.0000	0.0000	0.0000	-8907.2605	894.7014	0.0000	0.0000	1538.2617	-6470.8105	306.8127	-8009.0722	-6470.1956	306.2237	715.1650	724.6455	25630.6257	-181.6094	-181.9300	0.9924514292181326
1188000	3.0273	0.0000	0.0000	0.0000	-8921.9176	897.1321	0.0000	0.0000	1543.6906	-6478.0676	307.1651	-8021.7582	-6477.2778	307.1651	755.6542	755.6542	25630.6257	755.6542	755.6542	0.9956907964880467
1190500	6.8066	0.0000	0.0000	0.0000	-8816.5586	796.9257	0.0000	0.0000	1564.3358	-6448.4904	311.2731	-8012.8262	-6447.8347	307.8842	-209.4632	-215.5331	25630.6257	-262.3766	-262.4061	0.9956907964880467
1191000	6.5117	0.0000	0.0000	0.0000	-8815.1463	791.1987	0.0000	0.0000	1564.9776	-6452.4583	310.6637	-8017.4359	-6451.6976	310.6637	-187.6179	-187.6179	25630.6257	-187.6179	-187.6179	0.9998371865935368
1193500	2.4294	0.0000	0.0000	0.0000	-8825.5550	850.1129	0.0000	0.0000	1568.0900	-6404.9228	311.2816	-7973.0127	-6403.4424	311.8847	745.2941	741.3550	25630.6257	133.2236	133.4114	0.9998371865935368
1194000	2.4130	0.0000	0.0000	0.0000	-8815.7314	846.7955	0.0000	0.0000	1570.3105	-6396.2124	311.3539	-7966.5230	-6395.4480	311.3539	828.4357	828.4357	25630.6257	828.4357	828.4357	1.0028174044818579
1196500	3.5935	0.0000	0.0000	0.0000	-8844.9645	815.8586	0.0000	0.0000	1635.7863	-6389.7261	324.3361	-8025.5124	-6387.9375	311.0788	514.9471	507.7330	25630.6257	194.6540	194.5458	1.0028174044818579
1197000	3.3385	0.0000	0.0000	0.0000	-8844.8875	815.4695	0.0000	0.0000	1638.1276	-6387.9519	324.8004	-8026.0796	-6387.1883	324.8004	467.2123	467.2123	25630.6257	467.2123	467.2123	1.0028174044818579
1199500	7.4893	0.0000	0.0000	0.0000	-8843.5535	797.0813	0.0000	0.0000	1614.5984	-6424.3845	320.1351	-8038.9829	-6423.6503	310.7764	-59.8655	-47.4997	25630.6257	118.4167	118.3580	1.0028174044818579
1200000	7.0207	0.0000	0.0000	0.0000	-8826.6897	796.8424	0.0000	0.0000	1608.5983	-6414.2284	320.0805	-8022.8267	-6413.4632	320.0805	-169.3492	-169.3492	25630.6257	-169.3492	-169.3492	0.9975048421591987
1202500	3.6859	0.0000	0.0000	0.0000	-8918.6831	866.9419	0.0000	0.0000	1611.3034	-6436.7518	320.6187	-8048.0552	-6436.6188	312.3794	298.4135	288.9990	25630.6257	-19.8121	-20.2460	0.9975048421591987
1203000	3.3782	0.0000	0.0000	0.0000	-8919.0418	864.3604	0.0000	0.0000	1609.4646	-6441.8386	320.2528	-8051.3032	-6441.0773	320.2528	264.9116	264.9116	25630.6257	264.9116	264.9116	0.9975048421591987
1205500	5.4824	0.0000	0.0000	0.0000	-8780.9131	773.1669	0.0000	0.0000	1524.8277	-6477.4361	303.4117	-8002.2638	-6476.3257	309.2219	-248.5467	-249.8921	25630.6257	46.0465	45.9438	0.9975048421591987
1206000	5.4016	0.0000	0.0000	0.0000	-8780.6955	771.0843	0.0000	0.0000	1524.9473	-6479.2624	303.0760	-8004.2096	-6478.5081	303.0760	-205.8626	-205.8626	25630.6257	-205.8626	-205.8626	0.9995780372119437
1208500	2.4512	0.0000	0.0000	0.0000	-8822.4932	816.4029	0.0000	0.0000	1543.7221	-6459.9170	306.8074	-8003.6391	-6459.1061	309.1799	314.7986	316.4663	25630.6257	123.4100	123.4500	0.9995780372119437
1209000	2.4327	0.0000	0.0000	0.0000	-8817.9939	812.2559	0.0000	0.0000	1544.2340	-6459.0712	306.1836	-8003.3053	-6458.2985	306.1836	451.7868	451.7868	25630.6257	451.7868	451.7868	1.0046249714184698
1211500	4.8108	0.0000	0.0000	0.0000	-8833.1805	844.8254	0.0000	0.0000	1632.8439	-6350.7004	323.7527	-7983.5443	-6350.2126	313.2503	774.7898	785.9549	25630.6257	371.8426	371.7367	1.0046249714184698
1212000	3.7232	0.0000	0.0000	0.0000	-8805.3156	836.6479	0.0000	0.0000	1637.2270	-6327.7175	325.3910	-7964.9445	-6326.9234	325.3910	735.4351	735.4351	25630.6257	735.4351	735.4351	1.0022926269841317
1214500	8.6554	0.0000	0.0000	0.0000	-8669.0661	752.0784	0.0000	0.0000	1548.7554	-6359.5769	307.8077	-7908.3323	-6359.1259	314.9857	-210.1053	-228.2672	25630.6257	190.3666	189.9955	1.0022926269841317
1215000	6.7252	0.0000	0.0000	0.0000	-8660.4257	758.1672	0.0000	0.0000	1544.4099	-6351.1234	308.0390	-7895.5333	-6350.3352	308.0390	-270.9229	-270.9229	25630.6257	-270.9229	-270.9229	0.9969800646614726
1217500	3.9998	0.0000	0.0000	0.0000	-8693.9778	754.9259	0.0000	0.0000	1576.0727	-6358.9793	314.3543	-7935.0521	-6358.3637	316.4255	-129.7019	-119.7044	25630.6257	111.9645	111.9763	0.9969800646614726
1218000	3.7416	0.0000	0.0000	0.0000	-8687.8950	759.7563	0.0000	0.0000	1571.7253	-6352.6718	314.2345	-7924.3971	-6351.9091	314.2345	-167.3299	-167.3299	25630.6257	-167.3299	-167.3299	0.9937406973915585
1220500	5.0075	0.0000	0.0000	0.0000	-8795.8398	839.5186	0.0000	0.0000	1539.5673	-6411.7464	307.8051	-7951.3137	-6411.3657	308.0092	446.3023	441.2238	25630.6257	-35.8917	-35.8719	0.9937406973915585
1221000	3.9653	0.0000	0.0000	0.0000	-8779.4523	831.7362	0.0000	0.0000	1536.8787	-6406.8721	307.6343	-7943.7508	-6406.1220	307.6343	327.4602	327.4602	25630.6257	327.4602	327.4602	0.9925745251743893
1223500	2.4727	0.0000	0.0000	0.0000	-8736.6544	841.5244	0.0000	0.0000	1596.1284	-6296.5289	319.4942	-7892.6573	-6295.7426	310.6513	463.3665	462.5329	25630.6257	-70.5744	-70.2877	0.9925745251743893
1224000	2.4727	0.0000	0.0000	0.0000	-8736.6537	841.5244	0.0000	0.0000	1594.5101	-6298.1466	319.1702	-7892.6567	-6297.3803	319.1702	460.6536	460.6536	25630.6257	460.6536	460.6536	0.9925745251743893
1226500	3.6849	0.0000	0.0000	0.0000	-8760.0651	820.2866	0.0000	0.0000	1575.6111	-6360.4824	315.3873	-7936.0935	-6359.5498	314.7827	21.4502	19.1266	25630.6257	9.3592	9.4368	0.9925745251743893
1227000	3.2900	0.0000	0.0000	0.0000	-8760.4246	817.5763	0.0000	0.0000	1574.9403	-6364.6180	315.2530	-7939.5583	-6363.8400	315.2530	-22.7598	-22.7598	25630.6257	-22.7598	-22.7598	0.9925745251743893
1229500	4.9196	0.0000	0.0000	0.0000	-8761.5440	816.9813	0.0000	0.0000	1588.3706	-6351.2725	317.9413	-7939.6431	-6350.4245	314.7285	103.4429	88.1116	25630.6257	136.2385	136.1616	0.9925745251743893
1230000	3.7747	0.0000	0.0000	0.0000	-8765.7115	813.2139	0.0000	0.0000	1596.1693	-6352.5536	318.7416	-7948.7229	-6351.7548	318.7416	144.3024	144.3024	25630.6257	144.3024	144.3024	0.9967209152798794
1232500	4.4943	0.0000	0.0000	0.0000	-8585.7267	666.0402	0.0000	0.0000	1518.4849	-6396.7072	303.2287	-7915.1922	-6395.1156	314.1893	-1207.8354	-1206.0306	25630.6257	79.2062	79.4147	0.9967209152798794
1233000	3.3208	0.0000	0.0000	0.0000	-8605.6274	669.6189	0.0000	0.0000	1516.9027	-6415.7849	302.9128	-7932.6876	-6415.0490	302.9128	-1250.4083	-1250.4083	25630.6257	-1250.4083	-1250.4083	0.9939998467731515
1235500	3.5804	0.0000	0.0000	0.0000	-8819.0216	800.9629	0.0000	0.0000	1534.9142	-6479.5641	306.5095	-8014.4783	-6478.0773	306.9494	-212.8733	-218.0968	25630.6257	-252.1585	-252.2893	0.9939998467731515
1236000	3.5214	0.0000	0.0000	0.0000	-8819.0998	802.4606	0.0000	0.0000	1530.8247	-6482.2930	306.0572	-8013.1177	-6481.5441	306.0572	-236.3732	-236.3732	25630.6257	-236.3732	-236.3732	0.9919266517204065
1238500	5.9178	0.0000	0.0000	0.0000	-8704.1092	773.9242	0.0000	0.0000	1559.1980	-6365.0691	311.7299	-7924.2672	-6363.4027	311.2056	-299.0582	-291.1844	25630.6257	-87.2594	-87.1135	0.9919266517204065
