#ENGINE	STEP	TOTAL_POT	TOTAL_ELECT	TOTAL_VDW_plus_ELECT	PRESSURE	VOLUME	DENSITY
GOMC	21000	-7978.426378017068	-8903.66868084024	-7978.287273718964	1234.8	25630.6257	0.99776
NAMD	21000	-7972.4816	-8903.6164	-7978.2111	1235.9658	25630.6257	0.9977639915407918
NAMD	23500	-7999.8316	-8795.6935	-8005.5831	-18.5361	25630.6257	0.9977639915407918
GOMC	23500	-8005.849796786311	-8795.962210021906	-8005.869668828898	-199.62	25630.6257	0.99776
GOMC	24000	-8020.952549151982	-8812.058564516896	-8020.813444853877	-233.76	25630.6257	0.99802
NAMD	24000	-8014.9687	-8811.8528	-8020.595800000001	-61.5386	25630.6257	0.998023140922385
NAMD	26500	-8026.3954	-8825.5734	-8032.9767999999995	-168.8597	25630.6257	0.998023140922385
GOMC	26500	-8033.074495129691	-8825.571553475655	-8032.995006959346	-146.14	25630.6257	0.99802
GOMC	27000	-8035.260419814195	-8821.9945858101	-8035.300163899368	-134.23	25630.6257	1.0001
NAMD	27000	-8029.6709	-8821.9194	-8035.212500000001	-117.7329	25630.6257	1.00009633597513
NAMD	29500	-7985.7943	-8824.8178	-7993.426100000001	528.3551	25630.6257	1.00009633597513
GOMC	29500	-7993.727850808602	-8824.975392198061	-7993.608618553083	424.04	25630.6257	1.0001
GOMC	30000	-7983.9905499412625	-8825.372833049789	-7983.89118972833	307.75	25630.6257	0.99181
NAMD	30000	-7979.4628	-8825.1607	-7983.6639000000005	326.4880	25630.6257	0.9918035557641497
NAMD	32500	-8031.9793	-8899.8261	-8033.365	461.4109	25630.6257	0.9918035557641497
GOMC	32500	-8033.670656407283	-8900.290433600549	-8033.84950479056	470.77	25630.6257	0.99181
GOMC	33000	-8037.645064924564	-8900.290433600549	-8037.605320839391	407.08	25630.6257	0.99181
NAMD	33000	-8035.9474	-8899.9382	-8037.238800000001	403.3516	25630.6257	0.9918035557641497
NAMD	35500	-8052.3935	-8865.2012	-8055.316199999999	-244.5428	25630.6257	0.9918035557641497
GOMC	35500	-8055.331182826468	-8865.31563864847	-8055.450415081986	-250.33	25630.6257	0.99181
GOMC	36000	-8052.946537716099	-8865.31563864847	-8052.867049545753	-269.52	25630.6257	0.98973
NAMD	36000	-8050.7475	-8865.3079	-8052.841899999999	-292.0985	25630.6257	0.9897303607114046
NAMD	38500	-8034.7563	-8881.2483	-8037.006899999999	1.7338	25630.6257	0.9897303607114046
GOMC	38500	-8037.048903646973	-8881.213272717598	-8036.989287519214	-23.798	25630.6257	0.98973
GOMC	39000	-8026.516721076176	-8867.899004184703	-8026.635953331694	-60.793	25630.6257	0.98856
NAMD	39000	-8024.2822	-8867.8079	-8026.5327	-32.9528	25630.6257	0.9885641884942357
NAMD	41500	-8027.8765	-8887.4549	-8032.779100000001	200.0478	25630.6257	0.9885641884942357
GOMC	41500	-8032.677054277962	-8887.373605919383	-8032.716798363135	177.32	25630.6257	0.98856
GOMC	42000	-8047.581086217769	-8896.117304657404	-8047.461853962252	192.81	25630.6257	0.99388
NAMD	42000	-8042.7875	-8896.2780	-8047.613	218.3120	25630.6257	0.9938767508168949
NAMD	44500	-8007.3715	-8851.4432	-8010.862999999999	171.4220	25630.6257	0.9938767508168949
GOMC	44500	-8010.8178074329135	-8851.405208837985	-8010.8376794755	218.82	25630.6257	0.99388
GOMC	45000	-8008.0357214708165	-8852.398810967305	-8008.1748257689205	225.23	25630.6257	0.99181
NAMD	45000	-8005.4958	-8852.4264	-8008.1886	167.9761	25630.6257	0.9918035557641497
NAMD	47500	-8085.8108	-8946.2490	-8089.7366	74.7286	25630.6257	0.9918035557641497
GOMC	47500	-8089.709816500955	-8946.194851975151	-8089.709816500954	25.996	25630.6257	0.99181
GOMC	48000	-8090.305977778547	-8946.393572401017	-8090.385465948893	17.504	25630.6257	0.99181
NAMD	48000	-8087.3663	-8946.3069	-8090.282099999999	111.6147	25630.6257	0.9918035557641497
NAMD	50500	-8027.8478	-8873.8124	-8035.152100000001	39.6871	25630.6257	0.9918035557641497
GOMC	50500	-8035.657860665924	-8874.258057812354	-8035.618116580751	48.559	25630.6257	0.99181
GOMC	51000	-8047.779806643633	-8890.553132733208	-8047.600958260355	-17.357	25630.6257	0.98999
NAMD	51000	-8040.2598	-8890.1662	-8047.1896	-19.3237	25630.6257	0.9899959888275377
NAMD	53500	-8047.0366	-8821.2060	-8049.3225	-740.6346	25630.6257	0.9899959888275377
GOMC	53500	-8049.369570050546	-8821.199704106644	-8049.329825965373	-695.63	25630.6257	0.98999
GOMC	54000	-8054.138860271283	-8827.956198586022	-8054.178604356455	-705.33	25630.6257	0.98909
NAMD	54000	-8051.9523	-8827.9816	-8054.192999999999	-745.3370	25630.6257	0.9890889659919617
NAMD	56500	-8007.5570	-8907.1340	-8011.6632	737.0903	25630.6257	0.9890889659919617
GOMC	56500	-8011.61268913637	-8907.046928079928	-8011.592817093784	669.69	25630.6257	0.98909
GOMC	57000	-8009.824205303593	-8897.309627212588	-8009.84407734618	666.7	25630.6257	0.99207
NAMD	57000	-8005.7778	-8897.3644	-8009.883900000001	715.6891	25630.6257	0.9920691838802828
NAMD	59500	-8016.0734	-8815.4905	-8018.3741	-254.7015	25630.6257	0.9920691838802828
GOMC	59500	-8018.567904041613	-8815.63553218245	-8018.5281599564405	-370.55	25630.6257	0.99207
GOMC	60000	-8003.862592527671	-8802.321263649555	-8003.783104357324	-410.62	25630.6257	0.98883
NAMD	60000	-8001.5396	-8802.1824	-8003.6353	-262.2649	25630.6257	0.9888298166103687
NAMD	62500	-7960.8430	-8799.6521	-7965.056599999999	123.6515	25630.6257	0.9888298166103687
GOMC	62500	-7965.112109484175	-8799.737898113322	-7965.151853569347	149.06	25630.6257	0.98883
GOMC	63000	-7980.413582275709	-8807.090553870294	-7980.473198403468	172.36	25630.6257	0.99414
NAMD	63000	-7977.0901	-8806.9678	-7980.332700000001	182.4372	25630.6257	0.9941423789330278
NAMD	65500	-8011.9949	-8831.3070	-8014.631700000001	9.1289	25630.6257	0.9941423789330278
GOMC	65500	-8014.792215950195	-8831.533166251576	-8014.871704120541	56.496	25630.6257	0.99414
GOMC	66000	-8019.760226596797	-8831.533166251576	-8019.601250256106	123.67	25630.6257	0.99829
NAMD	66000	-8017.9344	-8831.4219	-8019.471399999999	121.6089	25630.6257	0.9982887690385179
NAMD	68500	-7948.3315	-8704.9873	-7952.2029	-300.8887	25630.6257	0.9982887690385179
GOMC	68500	-7952.791443080601	-8705.544416253748	-7952.771571038015	-306.66	25630.6257	0.99829
GOMC	69000	-7959.349217134116	-8714.685555843496	-7959.349217134117	-327.94	25630.6257	0.99738
NAMD	69000	-7956.0079	-8714.1243	-7958.7672999999995	-326.3418	25630.6257	0.997381746202942
NAMD	71500	-8061.4532	-8901.5560	-8063.454900000001	208.3413	25630.6257	0.997381746202942
GOMC	71500	-8063.478720286896	-8901.482756155734	-8063.399232116551	165.8	25630.6257	0.99738
GOMC	72000	-8069.04289221109	-8901.482756155734	-8068.9832760833315	238.22	25630.6257	1.0015
NAMD	72000	-8067.3671	-8901.5749	-8069.0576	248.6650	25630.6257	1.001528136308432
NAMD	74500	-8081.6800	-8950.1781	-8084.667299999999	356.2365	25630.6257	1.001528136308432
GOMC	74500	-8085.1392467060805	-8950.566701344162	-8085.079630578321	594.84	25630.6257	1.0015
GOMC	75000	-8082.555881169847	-8943.611486438918	-8082.5558811698465	569.95	25630.6257	1.0024
NAMD	75000	-8079.4984	-8943.1397	-8082.0724	372.0678	25630.6257	1.002435159144008
NAMD	77500	-8093.4738	-8941.6147	-8099.1407	153.7697	25630.6257	1.002435159144008
GOMC	77500	-8099.447117368294	-8941.823002606143	-8099.367629197949	346.73	25630.6257	1.0024
GOMC	78000	-8104.812568866625	-8938.047314514724	-8104.713208653692	301.14	25630.6257	1.0045
NAMD	78000	-8100.8260	-8937.9516	-8104.5946	109.5300	25630.6257	1.004508354196753
NAMD	80500	-8089.1950	-8975.6466	-8092.9396	818.2042	25630.6257	1.004508354196753
GOMC	80500	-8093.286784166508	-8976.002915854764	-8093.3066562090935	740.01	25630.6257	1.0045
GOMC	81000	-8094.677827147557	-8975.8041954289	-8094.578466934624	768.68	25630.6257	1.0066
NAMD	81000	-8091.0678	-8975.5950	-8094.352999999999	847.3692	25630.6257	1.006581549249498
NAMD	83500	-8132.7463	-8961.4958	-8137.9376	112.8094	25630.6257	1.006581549249498
GOMC	83500	-8138.1976004117905	-8961.893765618415	-8138.356576752482	11.46	25630.6257	1.0066
GOMC	84000	-8112.36394504946	-8938.842196218182	-8112.244712793942	22.502	25630.6257	1.0022
NAMD	84000	-8107.6953	-8938.5380	-8111.9323	89.2381	25630.6257	1.002169531027875
NAMD	86500	-8102.1468	-8864.6669	-8107.0458	-763.6977	25630.6257	1.002169531027875
GOMC	86500	-8107.197213976994	-8864.918197796742	-8107.316446232512	-655.97	25630.6257	1.0022
GOMC	87000	-8095.273988425149	-8857.56554203977	-8095.293860467735	-668.9	25630.6257	0.99893
NAMD	87000	-8090.3185	-8857.4378	-8095.1502	-783.9325	25630.6257	0.9989301637579608
NAMD	89500	-8044.0872	-8872.2975	-8048.8712000000005	-57.5110	25630.6257	0.9989301637579608
GOMC	89500	-8049.369570050546	-8872.867014831305	-8049.468930263477	152.05	25630.6257	0.99893
GOMC	90000	-8046.786204514313	-8872.270853553713	-8046.706716343967	259.48	25630.6257	1.001
NAMD	90000	-8043.7794	-8871.8614	-8046.277599999999	122.0863	25630.6257	1.001003358810706
NAMD	92500	-8107.6816	-8951.2020	-8110.964099999999	202.8086	25630.6257	1.001003358810706
GOMC	92500	-8111.171622494276	-8951.361583047617	-8111.151750451688	242.92	25630.6257	1.001
GOMC	93000	-8112.562665475324	-8951.560303473483	-8112.42356117722	297.16	25630.6257	1.0031
NAMD	93000	-8109.0714	-8951.5084	-8112.353900000001	252.3308	25630.6257	1.003076553863451
NAMD	95500	-8123.4835	-8944.7990	-8129.139300000001	-151.7121	25630.6257	1.003076553863451
GOMC	95500	-8129.255181247907	-8945.002529419968	-8129.354541460839	-97.141	25630.6257	1.0031
GOMC	96000	-8114.152428882237	-8936.258830681947	-8114.112684797063	-73.621	25630.6257	0.9998400000000001
NAMD	96000	-8108.5970	-8936.1355	-8113.9631	-161.2337	25630.6257	0.9998371865935368
NAMD	98500	-8124.8121	-9015.1860	-8127.978099999999	422.1707	25630.6257	0.9998371865935368
GOMC	98500	-8128.46029954445	-9015.747001027581	-8128.559659757382	419.31	25630.6257	0.9998400000000001
GOMC	99000	-8127.267976989267	-9021.708613803503	-8127.228232904093	362.26	25630.6257	0.99478
NAMD	99000	-8124.2795	-9021.2507	-8126.760700000001	348.1452	25630.6257	0.9947837736524707
NAMD	101500	-8071.0812	-8983.1257	-8078.1081	506.9945	25630.6257	0.9947837736524707
GOMC	101500	-8077.985311374973	-8982.958130760007	-8077.965439332387	664.85	25630.6257	0.99478
GOMC	102000	-8082.555881169847	-8985.342775870376	-8082.59562525502	693.44	25630.6257	0.99686
NAMD	102000	-8077.9222	-8985.3392	-8082.5774	644.9017	25630.6257	0.9968569687052158
NAMD	104500	-8005.1086	-8837.5699	-8008.0217	168.2453	25630.6257	0.9968569687052158
GOMC	104500	-8007.837001044953	-8837.494779027498	-8007.956233300471	183.48	25630.6257	0.99686
GOMC	105000	-8021.747430855438	-8847.629520746566	-8021.767302898024	197.29	25630.6257	1.0001
NAMD	105000	-8019.1366	-8847.7409	-8021.857900000001	190.7907	25630.6257	1.00009633597513
NAMD	107500	-8052.1399	-8816.0733	-8058.7675	-198.7692	25630.6257	1.00009633597513
GOMC	107500	-8058.908150492021	-8816.231693460042	-8058.947894577194	-435.13	25630.6257	1.0001
GOMC	108000	-8053.1452581419635	-8800.53277981678	-8053.1850022271365	-382.95	25630.6257	1.0051
NAMD	108000	-8046.5339	-8800.5246	-8053.1615	-166.9387	25630.6257	1.005149748916196
NAMD	110500	-7983.1378	-8819.5291	-7987.5057	455.8267	25630.6257	1.005149748916196
GOMC	110500	-7987.368797180951	-8819.411220273867	-7987.408541266124	523.6	25630.6257	1.0051
GOMC	111000	-7974.451969499786	-8818.616338570411	-7974.491713584959	482.29	25630.6257	0.99893
NAMD	111000	-7971.9999	-8818.6538	-7974.516	456.9464	25630.6257	0.9989301637579608
NAMD	113500	-7992.4089	-8794.8089	-7994.527	-55.8068	25630.6257	0.9989301637579608
GOMC	113500	-7994.522732512059	-8794.76988746672	-7994.502860469472	3.9088	25630.6257	0.99893
GOMC	114000	-7983.39438866367	-8787.41723170975	-7983.473876834015	30.529	25630.6257	0.99776
NAMD	114000	-7981.5830	-8787.4173	-7983.462599999999	-28.2723	25630.6257	0.9977639915407918
NAMD	116500	-8018.0095	-8794.8806	-8021.053800000001	-403.7002	25630.6257	0.9977639915407918
GOMC	116500	-8021.151269577846	-8794.968607892584	-8021.151269577846	-367.9	25630.6257	0.99776
GOMC	117000	-8012.208850413962	-8784.237704895924	-8012.10949020103	-449.34	25630.6257	0.99452
NAMD	117000	-8009.1773	-8784.1093	-8011.9716	-462.7855	25630.6257	0.9945246242708776
NAMD	119500	-8035.6287	-8800.4027	-8040.1072	-424.3289	25630.6257	0.9945246242708776
GOMC	119500	-8040.228430460797	-8800.53277981678	-8040.248302503385	-671.5	25630.6257	0.99452
GOMC	120000	-8040.625871312526	-8800.334059390916	-8040.645743355113	-679.51	25630.6257	0.99452
NAMD	120000	-8036.8370	-8800.2139	-8040.500900000001	-487.7510	25630.6257	0.9945246242708776
NAMD	122500	-8021.1699	-8917.0764	-8024.9565999999995	775.6064	25630.6257	0.9945246242708776
GOMC	122500	-8024.926957669263	-8917.181669798996	-8025.085934009955	871.21	25630.6257	0.99452
GOMC	123000	-8048.177247495361	-8941.624282180279	-8048.137503410189	930.73	25630.6257	0.99802
NAMD	123000	-8046.7698	-8941.6510	-8048.1499	885.0109	25630.6257	0.998023140922385
NAMD	125500	-8032.3517	-8857.9428	-8035.804500000001	279.4539	25630.6257	0.998023140922385
GOMC	125500	-8036.055301517652	-8858.161703317362	-8036.035429475065	186.96	25630.6257	0.99802
GOMC	126000	-8034.862978962467	-8857.764262465635	-8034.7437467069485	150.48	25630.6257	0.99595
NAMD	126000	-8032.2347	-8857.6145	-8034.5792	185.4059	25630.6257	0.9959499458696399
NAMD	128500	-7949.8741	-8766.5919	-7952.4166	249.4083	25630.6257	0.9959499458696399
GOMC	128500	-7952.394002228873	-8766.55158699402	-7952.3940022288725	228.59	25630.6257	0.99595
GOMC	129000	-7939.874615399436	-8758.404049533594	-7939.814999271677	210.63	25630.6257	0.99271
NAMD	129000	-7937.4713	-8758.5431	-7939.9336	199.9815	25630.6257	0.9927105785997257
NAMD	131500	-7978.9465	-8789.7528	-7983.1158000000005	-123.9496	25630.6257	0.9927105785997257
GOMC	131500	-7983.195668237806	-8789.801876820118	-7983.175796195219	16.715	25630.6257	0.99271
GOMC	132000	-7983.9905499412625	-8790.000597245982	-7983.950805856089	4.1132	25630.6257	0.99271
NAMD	132000	-7980.1675	-8789.9807	-7983.9133	-135.2214	25630.6257	0.9927105785997257
NAMD	134500	-7999.5122	-8801.2679	-8002.649700000001	-181.1997	25630.6257	0.9927105785997257
GOMC	134500	-8002.471549546622	-8801.128941094372	-8002.531165674382	-91.575	25630.6257	0.99271
GOMC	135000	-8002.86899039835	-8801.725102371964	-8002.86899039835	-87.698	25630.6257	0.99271
NAMD	135000	-8001.1605	-8801.8949	-8003.012299999999	-180.0748	25630.6257	0.9927105785997257
NAMD	137500	-8096.2831	-8886.7217	-8099.2807	-530.4917	25630.6257	0.9927105785997257
GOMC	137500	-8099.447117368294	-8886.777444641792	-8099.347757155363	-610.63	25630.6257	0.99271
GOMC	138000	-8106.00489142181	-8886.578724215928	-8106.163867762501	-576.19	25630.6257	0.99686
NAMD	138000	-8103.0270	-8886.3815	-8105.9412999999995	-480.7355	25630.6257	0.9968569687052158
NAMD	140500	-8123.1750	-9020.1983	-8126.3408	506.5049	25630.6257	0.9968569687052158
GOMC	140500	-8126.274374859946	-9020.118850396591	-8126.274374859946	492.47	25630.6257	0.99686
GOMC	141000	-8128.857740396179	-9020.118850396591	-8128.837868353593	520.95	25630.6257	0.99893
NAMD	141000	-8125.6568	-9020.1197	-8128.8225999999995	524.7178	25630.6257	0.9989301637579608
NAMD	143500	-8048.2002	-8789.2506	-8055.3895999999995	-717.4281	25630.6257	0.9989301637579608
GOMC	143500	-8055.7286236781965	-8789.40443596839	-8055.569647337505	-842.98	25630.6257	0.99893
GOMC	144000	-8056.920946233381	-8789.603156394254	-8056.940818275967	-871.64	25630.6257	0.99893
NAMD	144000	-8050.1577	-8789.3995	-8056.713599999999	-785.7274	25630.6257	0.9989301637579608
NAMD	146500	-8104.4976	-8920.6851	-8107.286000000001	-400.3811	25630.6257	0.9989301637579608
GOMC	146500	-8107.395934402858	-8920.957357890413	-8107.574782786135	-220.87	25630.6257	0.99893
GOMC	147000	-8107.197213976994	-8921.354798742143	-8107.236958062167	-277.89	25630.6257	0.99686
NAMD	147000	-8104.7678	-8921.1211	-8106.9921	-403.5449	25630.6257	0.9968569687052158
NAMD	149500	-8095.6943	-8938.5289	-8098.490999999999	-52.0281	25630.6257	0.9968569687052158
GOMC	149500	-8098.453515238974	-8938.444755366452	-8098.4336431963875	-67.199	25630.6257	0.99686
GOMC	150000	-8098.056074387246	-8938.246034940588	-8097.996458259486	-157.05	25630.6257	0.99478
NAMD	150000	-8095.4807	-8938.4635	-8098.2023	-167.2192	25630.6257	0.9947837736524707
NAMD	152500	-8001.0770	-8850.3983	-8006.568400000001	376.4434	25630.6257	0.9947837736524707
GOMC	152500	-8006.644678489768	-8850.411606708663	-8006.604934404594	384.28	25630.6257	0.99478
GOMC	153000	-8014.394775098467	-8850.2128862828	-8014.454391226225	412.37	25630.6257	0.99893
NAMD	153000	-8010.4553	-8850.1782	-8014.4035	414.0964	25630.6257	0.9989301637579608
NAMD	155500	-8047.3636	-8849.4195	-8050.0159	-220.8619	25630.6257	0.9989301637579608
GOMC	155500	-8050.363172179866	-8849.815445431072	-8050.422788307625	-158.13	25630.6257	0.99893
GOMC	156000	-8054.337580697148	-8867.104122481247	-8054.258092526802	-91.257	25630.6257	0.99712
NAMD	156000	-8051.8717	-8866.7804	-8053.908899999999	-180.1027	25630.6257	0.997116118086809
NAMD	158500	-8023.4431	-8811.3353	-8025.3989	-253.9950	25630.6257	0.997116118086809
GOMC	158500	-8025.72183937272	-8811.661123665168	-8025.741711415306	-306.04	25630.6257	0.99712
GOMC	159000	-8025.72183937272	-8811.661123665168	-8025.761583457893	-289.34	25630.6257	0.99712
NAMD	159000	-8023.7761	-8811.3897	-8025.4729	-252.5706	25630.6257	0.997116118086809
NAMD	161500	-8026.0759	-8809.9491	-8030.0707999999995	-394.1888	25630.6257	0.997116118086809
GOMC	161500	-8030.491129593458	-8810.468801109984	-8030.610361848977	-335.86	25630.6257	0.99712
GOMC	162000	-8024.529516817535	-8810.468801109984	-8024.45002864719	-390.81	25630.6257	0.99297
NAMD	162000	-8022.1032	-8809.9984	-8023.959400000001	-411.6719	25630.6257	0.9929697279813189
NAMD	164500	-8034.1360	-8858.3627	-8035.5124	20.3223	25630.6257	0.9929697279813189
GOMC	164500	-8035.657860665924	-8858.360423743228	-8035.51875636782	-55.426	25630.6257	0.99297
GOMC	165000	-8030.292409167593	-8853.59113352249	-8030.212920997248	39.637	25630.6257	0.99595
NAMD	165000	-8029.1435	-8853.5610	-8030.1681	80.0310	25630.6257	0.9959499458696399
NAMD	167500	-8067.0422	-8875.3943	-8071.5747	-303.7295	25630.6257	0.9959499458696399
GOMC	167500	-8071.427537321459	-8875.251659941674	-8071.447409364045	-281.0	25630.6257	0.99595
GOMC	168000	-8067.254408378313	-8875.05293951581	-8067.194792250553	-286.04	25630.6257	0.99388
NAMD	168000	-8063.2557	-8875.2506	-8067.3778999999995	-325.4127	25630.6257	0.9938767508168949
NAMD	170500	-8037.3755	-8821.6610	-8042.652	-158.9448	25630.6257	0.9938767508168949
GOMC	170500	-8042.8117959970305	-8821.795865384236	-8042.8117959970305	-318.88	25630.6257	0.99388
GOMC	171000	-8071.427537321459	-8847.232079894839	-8071.407665278872	-184.04	25630.6257	1.0024
NAMD	171000	-8066.0684	-8847.1820	-8071.344900000001	-21.3530	25630.6257	1.002435159144008
NAMD	173500	-8067.4049	-8994.5031	-8071.2396	1325.3727	25630.6257	1.002435159144008
GOMC	173500	-8071.427537321459	-8994.682635885989	-8071.447409364046	1219.4	25630.6257	1.0024
GOMC	174000	-8070.433935192138	-8994.285195034261	-8070.394191106967	1222.5	25630.6257	1.0024
NAMD	174000	-8066.7373	-8994.0947	-8070.1898	1306.4907	25630.6257	1.002435159144008
NAMD	176500	-8060.1035	-8878.4793	-8064.8325	106.2177	25630.6257	1.002435159144008
GOMC	176500	-8064.67104284208	-8878.4311867555	-8064.810147140186	126.68	25630.6257	1.0024
GOMC	177000	-8073.613462005964	-8889.360810178025	-8073.613462005964	75.759	25630.6257	1.0015
NAMD	177000	-8070.7307	-8889.3788	-8073.617200000001	114.6771	25630.6257	1.001528136308432
NAMD	179500	-8113.0676	-8946.2907	-8115.383599999999	86.6367	25630.6257	1.001528136308432
GOMC	179500	-8115.146031011557	-8946.194851975151	-8115.305007352247	12.402	25630.6257	1.0015
GOMC	180000	-8111.966504197731	-8946.194851975151	-8112.045992368076	-47.195	25630.6257	0.99738
NAMD	180000	-8110.3154	-8946.2996	-8112.1268	26.3116	25630.6257	0.997381746202942
NAMD	182500	-8093.8623	-8926.0765	-8099.506299999999	67.1180	25630.6257	0.997381746202942
GOMC	182500	-8099.844558220023	-8926.322809388745	-8099.765070049678	75.979	25630.6257	0.99738
GOMC	183000	-8100.639439923479	-8926.322809388745	-8100.619567880894	60.445	25630.6257	0.99738
NAMD	183000	-8094.8408	-8926.1253	-8100.398999999999	58.8252	25630.6257	0.997381746202942
NAMD	185500	-8127.6180	-8894.5718	-8129.4451	-734.5075	25630.6257	0.997381746202942
GOMC	185500	-8129.8513425255	-8894.924982102219	-8129.811598440327	-807.95	25630.6257	0.99738
GOMC	186000	-8133.030869339324	-8901.28403572987	-8133.130229552257	-879.55	25630.6257	0.9944
NAMD	186000	-8131.0935	-8900.8912	-8132.7235	-791.5950	25630.6257	0.9944015283146209
NAMD	188500	-8122.9226	-9039.6730	-8126.947300000001	612.2427	25630.6257	0.9944015283146209
GOMC	188500	-8127.069256563402	-9039.792172557136	-8127.089128605989	653.4	25630.6257	0.9944
GOMC	189000	-8118.524278251247	-9031.048473819115	-8118.603766421592	653.46	25630.6257	0.9932300000000001
NAMD	189000	-8115.2954	-9030.8283	-8118.359399999999	663.9345	25630.6257	0.9932353560974518
NAMD	191500	-8095.2343	-8965.4501	-8096.558	320.8784	25630.6257	0.9932353560974518
GOMC	191500	-8096.665031406197	-8965.470733283968	-8096.605415278438	267.93	25630.6257	0.9932300000000001
GOMC	192000	-8113.158826752916	-8974.015711596123	-8113.01972245481	292.43	25630.6257	0.9985499999999999
NAMD	192000	-8111.7078	-8974.0385	-8113.031500000001	330.5444	25630.6257	0.998547918420111
NAMD	194500	-8124.9199	-9025.5329	-8126.9978	570.4653	25630.6257	0.998547918420111
GOMC	194500	-8127.069256563402	-9025.484301894921	-8126.96989635047	602.19	25630.6257	0.9985499999999999
GOMC	195000	-8134.223191894509	-9035.221602762262	-8134.262935979682	729.82	25630.6257	1.0018
NAMD	195000	-8132.2216	-9035.2377	-8134.2684	737.3790	25630.6257	1.0017872856900252
NAMD	197500	-8147.4075	-9008.0011	-8150.744199999999	341.7231	25630.6257	1.0017872856900252
GOMC	197500	-8150.915707667092	-9008.195624844746	-8150.955451752265	235.99	25630.6257	1.0018
GOMC	198000	-8143.364331484257	-9007.996904418882	-8143.40407556943	147.0	25630.6257	0.9955700000000001
NAMD	198000	-8141.5130	-9007.9038	-8143.2835	149.7369	25630.6257	0.99556770053179
NAMD	200500	-8132.9224	-8991.8892	-8134.384599999999	12.2541	25630.6257	0.99556770053179
GOMC	200500	-8134.620632746237	-8992.099270349756	-8134.620632746238	146.11	25630.6257	0.9955700000000001
GOMC	201000	-8141.377127225616	-8991.900549923892	-8141.396999268203	172.35	25630.6257	0.99971
NAMD	201000	-8139.8668	-8991.8485	-8141.325	41.9240	25630.6257	0.9997140906372801
NAMD	203500	-8102.8730	-8903.1037	-8109.046899999999	-418.9202	25630.6257	0.9997140906372801
GOMC	203500	-8109.383138661498	-8903.469960414373	-8109.42288274667	-264.7	25630.6257	0.99971
GOMC	204000	-8115.543471863285	-8909.630293616161	-8115.523599820699	-328.73	25630.6257	0.99881
NAMD	204000	-8109.2452	-8909.1836	-8115.057000000001	-493.5999	25630.6257	0.9988070678017043
