#STEP MOLFRAC_DIOX
390000 0.0154028436
392500 0.0154028436
393000 0.0154211151
395500 0.0154211151
396000 0.0142517815
398500 0.0142517815
399000 0.0142011834
401500 0.0142011834
402000 0.0165484634
404500 0.0165484634
405000 0.0153846154
407500 0.0153846154
408000 0.0153846154
410500 0.0153846154
411000 0.0153846154
413500 0.0153846154
414000 0.0130486358
416500 0.0130486358
417000 0.0118623962
419500 0.0118623962
420000 0.00951248514
422500 0.00951248514
423000 0.0142011834
425500 0.0142011834
426000 0.0153846154
428500 0.0153846154
429000 0.0142348754
431500 0.0142348754
432000 0.0142517815
434500 0.0142517815
435000 0.0142517815
437500 0.0142517815
438000 0.0154028436
440500 0.0154028436
441000 0.0118764846
443500 0.0118764846
444000 0.0118764846
446500 0.0118764846
447000 0.0107015458
449500 0.0107015458
450000 0.00953516091
452500 0.00953516091
453000 0.0107015458
455500 0.0107015458
456000 0.0107015458
458500 0.0107015458
459000 0.0130796671
461500 0.0130796671
462000 0.0118906064
464500 0.0118906064
465000 0.013064133
467500 0.013064133
468000 0.0119047619
470500 0.0119047619
471000 0.0107142857
473500 0.0107142857
474000 0.0130952381
476500 0.0130952381
477000 0.0154577883
479500 0.0154577883
480000 0.0142687277
482500 0.0142687277
483000 0.0166073547
485500 0.0166073547
486000 0.0154211151
488500 0.0154211151
489000 0.0142517815
491500 0.0142517815
492000 0.0165876777
494500 0.0165876777
495000 0.0212014134
497500 0.0212014134
498000 0.0188679245
500500 0.0188679245
501000 0.0212014134
503500 0.0212014134
504000 0.0212014134
506500 0.0212014134
507000 0.0188902007
509500 0.0188902007
510000 0.0176678445
512500 0.0176678445
513000 0.0176886792
515500 0.0176886792
516000 0.0118623962
518500 0.0118623962
519000 0.0130331754
521500 0.0130331754
522000 0.0130331754
524500 0.0130331754
525000 0.0130177515
527500 0.0130177515
528000 0.0153482881
530500 0.0153482881
531000 0.0141843972
533500 0.0141843972
534000 0.0142180095
536500 0.0142180095
537000 0.0142517815
539500 0.0142517815
540000 0.0142348754
542500 0.0142348754
543000 0.0142180095
545500 0.0142180095
546000 0.0142180095
548500 0.0142180095
549000 0.0153664303
551500 0.0153664303
552000 0.0153482881
554500 0.0153482881
555000 0.0153482881
557500 0.0153482881
558000 0.016509434
560500 0.016509434
561000 0.0188235294
563500 0.0188235294
564000 0.0130177515
566500 0.0130177515
567000 0.0153664303
569500 0.0153664303
570000 0.0142011834
572500 0.0142011834
573000 0.0130331754
575500 0.0130331754
576000 0.0142011834
578500 0.0142011834
579000 0.0130486358
581500 0.0130486358
582000 0.0142180095
584500 0.0142180095
585000 0.0130486358
587500 0.0130486358
588000 0.0142180095
590500 0.0142180095
591000 0.0142180095
593500 0.0142180095
594000 0.0130486358
596500 0.0130486358
597000 0.0130486358
599500 0.0130486358
600000 0.0142348754
602500 0.0142348754
603000 0.0142348754
605500 0.0142348754
606000 0.0130796671
608500 0.0130796671
609000 0.0119047619
611500 0.0119047619
612000 0.0142687277
614500 0.0142687277
615000 0.0130952381
617500 0.0130952381
618000 0.0142857143
620500 0.0142857143
621000 0.0119189511
623500 0.0119189511
624000 0.00956937799
626500 0.00956937799
627000 0.0119331742
629500 0.0119331742
630000 0.0119189511
632500 0.0119189511
633000 0.0130952381
635500 0.0130952381
636000 0.0107398568
638500 0.0107398568
639000 0.0119189511
641500 0.0119189511
642000 0.010727056
644500 0.010727056
645000 0.0118623962
647500 0.0118623962
648000 0.0130331754
650500 0.0130331754
651000 0.0142348754
653500 0.0142348754
654000 0.0142348754
656500 0.0142348754
657000 0.0107142857
659500 0.0107142857
660000 0.00835322196
662500 0.00835322196
663000 0.0118906064
665500 0.0118906064
666000 0.013064133
668500 0.013064133
669000 0.0130796671
671500 0.0130796671
672000 0.0154394299
674500 0.0154394299
675000 0.0142687277
677500 0.0142687277
678000 0.0142517815
680500 0.0142517815
681000 0.0177304965
683500 0.0177304965
684000 0.0200945626
686500 0.0200945626
687000 0.0177725118
689500 0.0177725118
690000 0.0154577883
692500 0.0154577883
693000 0.0177935943
695500 0.0177935943
696000 0.0166270784
698500 0.0166270784
699000 0.0166073547
701500 0.0166073547
702000 0.0177725118
704500 0.0177725118
705000 0.0200945626
707500 0.0200945626
708000 0.0201660735
710500 0.0201660735
711000 0.0213017751
713500 0.0213017751
714000 0.0213017751
716500 0.0213017751
717000 0.0190249703
719500 0.0190249703
720000 0.0201660735
722500 0.0201660735
723000 0.0190023753
725500 0.0190023753
726000 0.0201660735
728500 0.0201660735
729000 0.0236127509
731500 0.0236127509
732000 0.0224586288
734500 0.0224586288
735000 0.0166270784
737500 0.0166270784
738000 0.0166073547
740500 0.0166073547
741000 0.0142857143
743500 0.0142857143
744000 0.0166270784
746500 0.0166270784
747000 0.0166270784
749500 0.0166270784
750000 0.016646849
752500 0.016646849
753000 0.0154577883
755500 0.0154577883
756000 0.0201183432
758500 0.0201183432
759000 0.018957346
761500 0.018957346
762000 0.0201183432
764500 0.0201183432
765000 0.0224056604
767500 0.0224056604
768000 0.0212514758
770500 0.0212514758
771000 0.0200708383
773500 0.0200708383
774000 0.0200471698
776500 0.0200471698
777000 0.0212014134
779500 0.0212014134
780000 0.0188902007
782500 0.0188902007
783000 0.0177304965
785500 0.0177304965
786000 0.0200235571
788500 0.0200235571
789000 0.0200235571
791500 0.0200235571
792000 0.0211764706
794500 0.0211764706
795000 0.02
797500 0.02
798000 0.02
800500 0.02
801000 0.0188457008
803500 0.0188457008
804000 0.02
806500 0.02
807000 0.0188679245
809500 0.0188679245
810000 0.0200708383
812500 0.0200708383
813000 0.0177514793
815500 0.0177514793
816000 0.0165876777
818500 0.0165876777
819000 0.0177514793
821500 0.0177514793
822000 0.0177514793
824500 0.0177514793
825000 0.0177725118
827500 0.0177725118
828000 0.0189349112
830500 0.0189349112
831000 0.0142687277
833500 0.0142687277
834000 0.0143027414
836500 0.0143027414
837000 0.0142857143
839500 0.0142857143
840000 0.0177514793
842500 0.0177514793
843000 0.0212514758
845500 0.0212514758
846000 0.0177304965
848500 0.0177304965
849000 0.0153846154
851500 0.0153846154
852000 0.0165484634
854500 0.0165484634
855000 0.0165680473
857500 0.0165680473
858000 0.0142348754
860500 0.0142348754
861000 0.0154028436
863500 0.0154028436
864000 0.0154028436
866500 0.0154028436
867000 0.013064133
869500 0.013064133
870000 0.0142348754
872500 0.0142348754
873000 0.0142180095
875500 0.0142180095
876000 0.013064133
878500 0.013064133
879000 0.0142180095
881500 0.0142180095
882000 0.0118623962
884500 0.0118623962
885000 0.0106635071
887500 0.0106635071
888000 0.0118343195
890500 0.0118343195
891000 0.0118063754
893500 0.0118063754
894000 0.0129716981
896500 0.0129716981
897000 0.00946745562
899500 0.00946745562
900000 0.0106382979
902500 0.0106382979
903000 0.0117924528
905500 0.0117924528
906000 0.0129564193
908500 0.0129564193
909000 0.0141176471
911500 0.0141176471
912000 0.0117647059
914500 0.0117647059
915000 0.0106007067
917500 0.0106007067
918000 0.00943396226
920500 0.00943396226
921000 0.0129411765
923500 0.0129411765
924000 0.0117647059
926500 0.0117647059
927000 0.0129259694
929500 0.0129259694
930000 0.0129411765
932500 0.0129411765
933000 0.0141010576
935500 0.0141010576
936000 0.0152403283
938500 0.0152403283
939000 0.0141010576
941500 0.0141010576
942000 0.0129259694
944500 0.0129259694
945000 0.0117647059
947500 0.0117647059
948000 0.0129259694
950500 0.0129259694
951000 0.0152224824
953500 0.0152224824
954000 0.0129259694
956500 0.0129259694
957000 0.0129259694
959500 0.0129259694
960000 0.0140679953
962500 0.0140679953
963000 0.0175029172
965500 0.0175029172
966000 0.0152046784
968500 0.0152046784
969000 0.0152046784
971500 0.0152046784
972000 0.0152046784
974500 0.0152046784
975000 0.0140515222
977500 0.0140515222
978000 0.0128805621
980500 0.0128805621
981000 0.00940070505
983500 0.00940070505
984000 0.00940070505
986500 0.00940070505
987000 0.00940070505
989500 0.00940070505
990000 0.00940070505
992500 0.00940070505
993000 0.0105509965
995500 0.0105509965
996000 0.0117233294
998500 0.0117233294
999000 0.0140350877
1001500 0.0140350877
1002000 0.0140350877
1004500 0.0140350877
1005000 0.0128956624
1007500 0.0128956624
1008000 0.0140515222
1010500 0.0140515222
1011000 0.0117508813
1013500 0.0117508813
1014000 0.0117647059
1016500 0.0117647059
1017000 0.0105633803
1019500 0.0105633803
1020000 0.00940070505
1022500 0.00940070505
1023000 0.0117233294
1025500 0.0117233294
1026000 0.0117370892
1028500 0.0117370892
1029000 0.0128805621
1031500 0.0128805621
1032000 0.00822561692
1034500 0.00822561692
1035000 0.00938967136
1037500 0.00938967136
1038000 0.00938967136
1040500 0.00938967136
1041000 0.00938967136
1043500 0.00938967136
1044000 0.00938967136
1046500 0.00938967136
1047000 0.00938967136
1049500 0.00938967136
1050000 0.0117096019
1052500 0.0117096019
1053000 0.0116959064
1055500 0.0116959064
1056000 0.0105386417
1058500 0.0105386417
1059000 0.0116959064
1061500 0.0116959064
1062000 0.0105509965
1064500 0.0105509965
1065000 0.00822561692
1067500 0.00822561692
1068000 0.00822561692
1070500 0.00822561692
1071000 0.00822561692
1073500 0.00822561692
1074000 0.0105509965
1076500 0.0105509965
1077000 0.0105509965
1079500 0.0105509965
1080000 0.0128504673
1082500 0.0128504673
1083000 0.0128504673
1085500 0.0128504673
1086000 0.0140186916
1088500 0.0140186916
1089000 0.0105263158
1091500 0.0105263158
1092000 0.0093676815
1094500 0.0093676815
1095000 0.0116959064
1097500 0.0116959064
1098000 0.0128504673
1100500 0.0128504673
1101000 0.0128354726
1103500 0.0128354726
1104000 0.011682243
1106500 0.011682243
1107000 0.013986014
1109500 0.013986014
1110000 0.0128205128
1112500 0.0128205128
1113000 0.0105140187
1115500 0.0105140187
1116000 0.0139697322
1118500 0.0139697322
1119000 0.0139697322
1121500 0.0139697322
1122000 0.00703399766
1124500 0.00703399766
1125000 0.00703399766
1127500 0.00703399766
1128000 0.00586166471
1130500 0.00586166471
1131000 0.00469483568
1133500 0.00469483568
1134000 0.00585480094
1136500 0.00585480094
1137000 0.00468933177
1139500 0.00468933177
1140000 0.00585480094
1142500 0.00585480094
1143000 0.00700934579
1145500 0.00700934579
1146000 0.00701754386
1148500 0.00701754386
1149000 0.0058685446
1151500 0.0058685446
1152000 0.00703399766
1154500 0.00703399766
1155000 0.0082063306
1157500 0.0082063306
1158000 0.0093676815
1160500 0.0093676815
1161000 0.0105386417
1163500 0.0105386417
1164000 0.00937866354
1166500 0.00937866354
1167000 0.00940070505
1169500 0.00940070505
1170000 0.00706713781
1172500 0.00706713781
1173000 0.0070754717
1175500 0.0070754717
1176000 0.00823529412
1178500 0.00823529412
1179000 0.00940070505
1181500 0.00940070505
1182000 0.00940070505
1184500 0.00940070505
1185000 0.0117096019
1187500 0.0117096019
1188000 0.0105509965
1190500 0.0105509965
1191000 0.00938967136
1193500 0.00938967136
1194000 0.00705882353
1196500 0.00705882353
1197000 0.00705882353
1199500 0.00705882353
1200000 0.00705882353
1202500 0.00705882353
1203000 0.00706713781
1205500 0.00706713781
1206000 0.00821596244
1208500 0.00821596244
1209000 0.011682243
1211500 0.011682243
1212000 0.00937866354
1214500 0.00937866354
1215000 0.0117233294
1217500 0.0117233294
1218000 0.0117233294
1220500 0.0117233294
1221000 0.0117096019
1223500 0.0117096019
1224000 0.0128654971
1226500 0.0128654971
1227000 0.00938967136
1229500 0.00938967136
1230000 0.0117096019
1232500 0.0117096019
1233000 0.0128805621
1235500 0.0128805621
1236000 0.0105633803
1238500 0.0105633803
1239000 0.0117508813
1241500 0.0117508813
1242000 0.0106007067
1244500 0.0106007067
1245000 0.00826446281
1247500 0.00826446281
1248000 0.00827423168
1250500 0.00827423168
1251000 0.00944510035
1253500 0.00944510035
1254000 0.00826446281
1256500 0.00826446281
1257000 0.00943396226
1259500 0.00943396226
1260000 0.00943396226
1262500 0.00943396226
1263000 0.0117647059
1265500 0.0117647059
1266000 0.00943396226
1268500 0.00943396226
1269000 0.0106007067
1271500 0.0106007067
1272000 0.00943396226
1274500 0.00943396226
1275000 0.00942285041
1277500 0.00942285041
1278000 0.0105882353
1280500 0.0105882353
1281000 0.0105757932
1283500 0.0105757932
1284000 0.00941176471
1286500 0.00941176471
1287000 0.00942285041
1289500 0.00942285041
1290000 0.00941176471
1292500 0.00941176471
1293000 0.0105882353
1295500 0.0105882353
1296000 0.00826446281
1298500 0.00826446281
1299000 0.00709219858
1301500 0.00709219858
1302000 0.00943396226
1304500 0.00943396226
1305000 0.00943396226
1307500 0.00943396226
1308000 0.00943396226
1310500 0.00943396226
1311000 0.0129259694
1313500 0.0129259694
1314000 0.0117647059
1316500 0.0117647059
1317000 0.0117647059
1319500 0.0117647059
1320000 0.00943396226
1322500 0.00943396226
1323000 0.0106007067
1325500 0.0106007067
1326000 0.0105882353
1328500 0.0105882353
1329000 0.0129107981
1331500 0.0129107981
1332000 0.0152046784
1334500 0.0152046784
1335000 0.0174825175
1337500 0.0174825175
1338000 0.0186263097
1340500 0.0186263097
1341000 0.0175029172
1343500 0.0175029172
1344000 0.016298021
1346500 0.016298021
1347000 0.0174621653
1349500 0.0174621653
1350000 0.0151691949
1352500 0.0151691949
1353000 0.0174621653
1355500 0.0174621653
1356000 0.018583043
1358500 0.018583043
1359000 0.0151515152
1361500 0.0151515152
1362000 0.0128504673
1364500 0.0128504673
1365000 0.0105386417
1367500 0.0105386417
1368000 0.0093676815
1370500 0.0093676815
1371000 0.0105509965
1373500 0.0105509965
1374000 0.0140186916
1376500 0.0140186916
1377000 0.0128504673
1379500 0.0128504673
1380000 0.0117096019
1382500 0.0117096019
1383000 0.0151869159
1385500 0.0151869159
1386000 0.0174825175
1388500 0.0174825175
1389000 0.0128805621
1391500 0.0128805621
1392000 0.0128805621
1394500 0.0128805621
1395000 0.0117233294
1397500 0.0117233294
1398000 0.0105633803
1400500 0.0105633803
1401000 0.0117370892
1403500 0.0117370892
1404000 0.0105882353
1406500 0.0105882353
1407000 0.0117370892
1409500 0.0117370892
1410000 0.00941176471
1412500 0.00941176471
1413000 0.0128956624
1415500 0.0128956624
1416000 0.0117508813
1418500 0.0117508813
1419000 0.0106007067
1421500 0.0106007067
1422000 0.00943396226
1424500 0.00943396226
1425000 0.0106007067
1427500 0.0106007067
1428000 0.00943396226
1430500 0.00943396226
1431000 0.0106007067
1433500 0.0106007067
1434000 0.011778563
1436500 0.011778563
1437000 0.0106007067
1439500 0.0106007067
1440000 0.0106007067
1442500 0.0106007067
1443000 0.00942285041
1445500 0.00942285041
1446000 0.00825471698
1448500 0.00825471698
1449000 0.0105882353
1451500 0.0105882353
1452000 0.0117508813
1454500 0.0117508813
1455000 0.0140679953
1457500 0.0140679953
1458000 0.014084507
1460500 0.014084507
1461000 0.0141010576
1463500 0.0141010576
1464000 0.0164319249
1466500 0.0164319249
1467000 0.0152941176
1469500 0.0152941176
1470000 0.0153121319
1472500 0.0153121319
1473000 0.0141843972
1475500 0.0141843972
1476000 0.0130177515
1478500 0.0130177515
1479000 0.00832342449
1481500 0.00832342449
1482000 0.00947867299
1484500 0.00947867299
1485000 0.0106508876
1487500 0.0106508876
1488000 0.0106382979
1490500 0.0106382979
1491000 0.0106382979
1493500 0.0106382979
1494000 0.00946745562
1496500 0.00946745562
1497000 0.0118063754
1499500 0.0118063754
1500000 0.0117924528
1502500 0.0117924528
1503000 0.0117924528
1505500 0.0117924528
1506000 0.00944510035
1508500 0.00944510035
1509000 0.0106132075
1511500 0.0106132075
1512000 0.011778563
1514500 0.011778563
1515000 0.0129564193
1517500 0.0129564193
1518000 0.0152761457
1520500 0.0152761457
1521000 0.0141342756
1523500 0.0141342756
1524000 0.0153121319
1526500 0.0153121319
1527000 0.012987013
1529500 0.012987013
1530000 0.0153121319
1532500 0.0153121319
1533000 0.0164512338
1535500 0.0164512338
1536000 0.0152941176
1538500 0.0152941176
1539000 0.0187793427
1541500 0.0187793427
1542000 0.0199530516
1544500 0.0199530516
1545000 0.02
1547500 0.02
1548000 0.0153664303
1550500 0.0153664303
1551000 0.0176470588
1553500 0.0176470588
1554000 0.0199530516
1556500 0.0199530516
1557000 0.0222482436
1559500 0.0222482436
1560000 0.0233918129
1562500 0.0233918129
1563000 0.0210526316
1565500 0.0210526316
1566000 0.0176056338
1568500 0.0176056338
1569000 0.0164512338
1571500 0.0164512338
1572000 0.0164319249
1574500 0.0164319249
1575000 0.0198830409
1577500 0.0198830409
1578000 0.0198830409
1580500 0.0198830409
1581000 0.0187134503
1583500 0.0187134503
1584000 0.0164319249
1586500 0.0164319249
1587000 0.0164319249
1589500 0.0164319249
1590000 0.0164319249
1592500 0.0164319249
1593000 0.0141176471
1595500 0.0141176471
1596000 0.0141176471
1598500 0.0141176471
1599000 0.0141176471
1601500 0.0141176471
1602000 0.0141176471
1604500 0.0141176471
1605000 0.0106257379
1607500 0.0106257379
1608000 0.0141010576
1610500 0.0141010576
1611000 0.0129411765
1613500 0.0129411765
1614000 0.0129564193
1616500 0.0129564193
1617000 0.0117924528
1619500 0.0117924528
1620000 0.0129564193
1622500 0.0129564193
1623000 0.0106382979
1625500 0.0106382979
1626000 0.0118063754
1628500 0.0118063754
1629000 0.012987013
1631500 0.012987013
1632000 0.0152941176
1634500 0.0152941176
1635000 0.0187573271
1637500 0.0187573271
1638000 0.0176056338
1640500 0.0176056338
1641000 0.0117924528
1643500 0.0117924528
1644000 0.0141176471
1646500 0.0141176471
1647000 0.0153121319
1649500 0.0153121319
1650000 0.0164512338
1652500 0.0164512338
1653000 0.0164126612
1655500 0.0164126612
1656000 0.015258216
1658500 0.015258216
1659000 0.0152403283
1661500 0.0152403283
1662000 0.011778563
1664500 0.011778563
1665000 0.0129411765
1667500 0.0129411765
1668000 0.0129564193
1670500 0.0129564193
1671000 0.011778563
1673500 0.011778563
1674000 0.0141010576
1676500 0.0141010576
1677000 0.0164126612
1679500 0.0164126612
1680000 0.0187134503
1682500 0.0187134503
1683000 0.0175438596
1685500 0.0175438596
1686000 0.0198135198
1688500 0.0198135198
1689000 0.0186480186
1691500 0.0186480186
1692000 0.0163551402
1694500 0.0163551402
1695000 0.0140515222
1697500 0.0140515222
1698000 0.0140515222
1700500 0.0140515222
1701000 0.0117508813
1703500 0.0117508813
1704000 0.0129107981
1706500 0.0129107981
1707000 0.0129107981
1709500 0.0129107981
1710000 0.0105882353
1712500 0.0105882353
1713000 0.0117508813
1715500 0.0117508813
1716000 0.0129107981
1718500 0.0129107981
1719000 0.016374269
1721500 0.016374269
1722000 0.0175233645
1724500 0.0175233645
1725000 0.0175233645
1727500 0.0175233645
1728000 0.0140515222
1730500 0.0140515222
1731000 0.0140515222
1733500 0.0140515222
1734000 0.0128956624
1736500 0.0128956624
1737000 0.0117508813
1739500 0.0117508813
1740000 0.00941176471
1742500 0.00941176471
1743000 0.00941176471
1745500 0.00941176471
1746000 0.0105882353
1748500 0.0105882353
1749000 0.0140679953
1751500 0.0140679953
1752000 0.0129107981
1754500 0.0129107981
1755000 0.0117647059
1757500 0.0117647059
1758000 0.0128956624
1760500 0.0128956624
1761000 0.0105757932
1763500 0.0105757932
1764000 0.0140679953
1766500 0.0140679953
1767000 0.0164126612
1769500 0.0164126612
1770000 0.0198598131
1772500 0.0198598131
1773000 0.0175438596
1775500 0.0175438596
1776000 0.0152403283
1778500 0.0152403283
1779000 0.0140679953
1781500 0.0140679953
1782000 0.0128956624
1784500 0.0128956624
1785000 0.0117508813
1787500 0.0117508813
1788000 0.0117647059
1790500 0.0117647059
1791000 0.014084507
1793500 0.014084507
1794000 0.0152403283
1796500 0.0152403283
1797000 0.014084507
1799500 0.014084507
1800000 0.0152403283
1802500 0.0152403283
1803000 0.0175233645
1805500 0.0175233645
1806000 0.0140679953
1808500 0.0140679953
1809000 0.0129259694
1811500 0.0129259694
1812000 0.014084507
1814500 0.014084507
1815000 0.0117508813
1817500 0.0117508813
1818000 0.0175438596
1820500 0.0175438596
1821000 0.0175644028
1823500 0.0175644028
1824000 0.0187134503
1826500 0.0187134503
1827000 0.0187134503
1829500 0.0187134503
1830000 0.0175644028
1832500 0.0175644028
1833000 0.0164512338
1835500 0.0164512338
1836000 0.0141342756
1838500 0.0141342756
1839000 0.0141342756
1841500 0.0141342756
1842000 0.0129716981
1844500 0.0129716981
1845000 0.0141176471
1847500 0.0141176471
1848000 0.0117924528
1850500 0.0117924528
1851000 0.0129564193
1853500 0.0129564193
1854000 0.0141342756
1856500 0.0141342756
1857000 0.0129564193
1859500 0.0129564193
1860000 0.0129564193
1862500 0.0129564193
1863000 0.0117924528
1865500 0.0117924528
1866000 0.0129564193
1868500 0.0129564193
1869000 0.0129564193
1871500 0.0129564193
1872000 0.0129411765
1874500 0.0129411765
1875000 0.011778563
1877500 0.011778563
1878000 0.0106132075
1880500 0.0106132075
1881000 0.0141010576
1883500 0.0141010576
1884000 0.0152761457
1886500 0.0152761457
1887000 0.0164319249
1889500 0.0164319249
1890000 0.0175849941
1892500 0.0175849941
1893000 0.0187573271
1895500 0.0187573271
1896000 0.0210280374
1898500 0.0210280374
1899000 0.0244470314
1901500 0.0244470314
1902000 0.015258216
1904500 0.015258216
1905000 0.0129564193
1907500 0.0129564193
1908000 0.0152403283
1910500 0.0152403283
1911000 0.014084507
1913500 0.014084507
1914000 0.0163934426
1916500 0.0163934426
1917000 0.0152403283
1919500 0.0152403283
1920000 0.0164126612
1922500 0.0164126612
1923000 0.0164126612
1925500 0.0164126612
1926000 0.0129411765
1928500 0.0129411765
1929000 0.015258216
1931500 0.015258216
1932000 0.0141010576
1934500 0.0141010576
1935000 0.0152761457
1937500 0.0152761457
1938000 0.0175438596
1940500 0.0175438596
1941000 0.0175438596
1943500 0.0175438596
1944000 0.0186915888
1946500 0.0186915888
1947000 0.0220930233
1949500 0.0220930233
1950000 0.0209302326
1952500 0.0209302326
1953000 0.0209302326
1955500 0.0209302326
1956000 0.0209302326
1958500 0.0209302326
1959000 0.0175233645
1961500 0.0175233645
1962000 0.0164126612
1964500 0.0164126612
1965000 0.0164126612
1967500 0.0164126612
1968000 0.0164126612
1970500 0.0164126612
1971000 0.0175438596
1973500 0.0175438596
1974000 0.0129259694
1976500 0.0129259694
1977000 0.0163934426
1979500 0.0163934426
1980000 0.015258216
1982500 0.015258216
1983000 0.015258216
1985500 0.015258216
1986000 0.0152761457
1988500 0.0152761457
1989000 0.0141176471
1991500 0.0141176471
1992000 0.0117924528
1994500 0.0117924528
1995000 0.0118063754
1997500 0.0118063754
1998000 0.0164512338
2000500 0.0164512338
2001000 0.0152941176
2003500 0.0152941176
2004000 0.0141342756
2006500 0.0141342756
2007000 0.012987013
2009500 0.012987013
2010000 0.0141509434
