#ENGINE	STEP	TOTAL_POT	TOTAL_ELECT	TOTAL_VDW_plus_ELECT	PRESSURE	VOLUME	DENSITY
NAMD	36000	-7959.5977	-8766.8583	-7963.421899999999	148.5807	25630.6257	0.9919266517204065
NAMD	38500	-7974.4693	-8769.3609	-7979.0545999999995	-390.4754	25630.6257	0.9919266517204065
GOMC	38500	-7979.02253929466	-8769.333672956118	-7979.042411337246	-324.33	25630.6257	0.99193
GOMC	39000	-7990.548323994777	-8770.525995511303	-7990.627812165123	-336.7	25630.6257	0.99607
NAMD	39000	-7986.2836	-8770.4041	-7990.4902999999995	-374.2658	25630.6257	0.9960730418258965
NAMD	41500	-7980.0699	-8818.3653	-7983.2071	639.6976	25630.6257	0.9960730418258965
GOMC	41500	-7983.195668237806	-8818.417618144547	-7983.275156408152	327.64	25630.6257	0.99607
GOMC	42000	-7988.163678884408	-8828.949800715343	-7988.104062756649	301.35	25630.6257	0.99309
NAMD	42000	-7986.2084	-8829.0324	-7988.1596	528.0406	25630.6257	0.9930928239375756
NAMD	44500	-7931.9968	-8724.3563	-7936.352499999999	-168.5183	25630.6257	0.9930928239375756
GOMC	44500	-7936.496368159746	-8724.422856710835	-7936.4367520319865	-35.172	25630.6257	0.99309
GOMC	45000	-7943.054142213261	-8724.621577136699	-7943.034270170674	14.623	25630.6257	0.99724
NAMD	45000	-7938.5546	-8724.5088	-7942.910199999999	-112.3270	25630.6257	0.9972392140430657
NAMD	47500	-8018.1763	-8847.7195	-8022.7678	24.9655	25630.6257	0.9972392140430657
GOMC	47500	-8022.741032984758	-8847.629520746566	-8022.701288899585	103.15	25630.6257	0.99724
GOMC	48000	-8028.503925334817	-8854.783456077674	-8028.54366941999	158.57	25630.6257	0.9993099999999999
NAMD	48000	-8023.9297	-8854.7846	-8028.521300000001	87.4673	25630.6257	0.9993124090958108
NAMD	50500	-7978.6234	-8800.2527	-7982.432899999999	390.0849	25630.6257	0.9993124090958108
GOMC	50500	-7982.400786534349	-8800.13533896505	-7982.341170406589	294.77	25630.6257	0.9993099999999999
GOMC	51000	-7977.234055461883	-8800.334059390916	-7977.293671589643	298.55	25630.6257	0.99724
NAMD	51000	-7973.5196	-8800.3400	-7977.2836	384.7063	25630.6257	0.9972392140430657
NAMD	53500	-7991.1245	-8779.2500	-7994.164	-208.9365	25630.6257	0.9972392140430657
GOMC	53500	-7994.522732512059	-8779.66713510105	-7994.602220682404	-82.943	25630.6257	0.99724
GOMC	54000	-7991.144485272369	-8779.66713510105	-7991.124613229782	-119.0	25630.6257	0.99517
NAMD	54000	-7988.0412	-8779.3928	-7990.8421	-206.0511	25630.6257	0.9951660189903206
NAMD	56500	-7970.4619	-8739.2049	-7975.9129	-249.4835	25630.6257	0.9951660189903206
GOMC	56500	-7976.041732906699	-8739.128168224777	-7975.862884523421	-324.28	25630.6257	0.99517
GOMC	57000	-7985.182872496447	-8748.269307814526	-7985.123256368688	-253.18	25630.6257	0.99841
NAMD	57000	-7980.6187	-8748.2560	-7985.085599999999	-135.5088	25630.6257	0.9984118649947746
NAMD	59500	-7983.1225	-8755.1192	-7989.532399999999	-167.6817	25630.6257	0.9984118649947746
GOMC	59500	-7989.5547218654565	-8755.025802293905	-7989.455361652525	-254.82	25630.6257	0.99841
GOMC	60000	-7992.734248679282	-8755.025802293905	-7992.615016423764	-239.91	25630.6257	1.0005
NAMD	60000	-7986.3255	-8755.1630	-7992.7354000000005	-141.8890	25630.6257	1.0004850600475197
NAMD	62500	-7979.1383	-8732.9921	-7983.776599999999	-409.2375	25630.6257	1.0004850600475197
GOMC	62500	-7983.9905499412625	-8733.166555448855	-7983.9706778986765	-310.44	25630.6257	1.0005
GOMC	63000	-7998.099700177612	-8749.46163036971	-7998.179188347957	-326.1	25630.6257	1.0007000000000001
NAMD	63000	-7993.6404	-8749.2197	-7997.9160999999995	-476.3356	25630.6257	1.0007442094291128
NAMD	65500	-7993.1554	-8818.6431	-8000.043999999999	116.1673	25630.6257	1.0007442094291128
GOMC	65500	-8000.0869044362535	-8818.616338570411	-8000.0272883084945	301.69	25630.6257	1.0007000000000001
GOMC	66000	-7998.099700177612	-8819.01377942214	-7998.159316305371	314.54	25630.6257	1.0007000000000001
NAMD	66000	-7991.9386	-8818.9417	-7998.061699999999	157.9462	25630.6257	1.0007442094291128
NAMD	68500	-8040.5773	-8837.8210	-8043.3105	169.1041	25630.6257	1.0007442094291128
GOMC	68500	-8043.606677700487	-8838.090940305092	-8043.606677700488	-39.328	25630.6257	1.0007000000000001
GOMC	69000	-8036.850183221109	-8830.340843696391	-8036.711078923003	-107.74	25630.6257	0.99958
NAMD	69000	-8033.9169	-8830.2257	-8036.582600000001	87.1522	25630.6257	0.9995780372119437
NAMD	71500	-8027.0427	-8834.0840	-8032.232000000001	147.2634	25630.6257	0.9995780372119437
GOMC	71500	-8032.478333852098	-8834.315252213673	-8032.478333852098	32.317	25630.6257	0.99958
GOMC	72000	-8034.4655381107395	-8834.513972639537	-8034.5251542384985	58.463	25630.6257	1.0016
NAMD	72000	-8029.6227	-8834.3289	-8034.329100000001	207.0088	25630.6257	1.0016512322646889
NAMD	74500	-8050.2614	-8837.6105	-8053.8122	-228.7296	25630.6257	1.0016512322646889
GOMC	74500	-8054.138860271283	-8837.892219879226	-8054.118988228696	-324.37	25630.6257	1.0016
GOMC	75000	-8043.209236848759	-8831.334445825712	-8043.328469104278	-391.82	25630.6257	0.99634
NAMD	75000	-8040.5943	-8831.0197	-8042.9867	-300.8267	25630.6257	0.9963386699420296
NAMD	77500	-7918.5144	-8696.2027	-7924.4937	-73.0640	25630.6257	0.9963386699420296
GOMC	77500	-7924.374422182037	-8696.204556238135	-7924.513526480142	-84.093	25630.6257	0.99634
GOMC	78000	-7917.617927702659	-8695.807115386408	-7917.518567489727	-92.67	25630.6257	0.99219
NAMD	78000	-7912.0167	-8695.9038	-7917.5992	-85.7277	25630.6257	0.9921922798365395
NAMD	80500	-8000.2507	-8852.5205	-8003.967200000001	319.1850	25630.6257	0.9921922798365395
GOMC	80500	-8003.862592527671	-8852.398810967305	-8003.86259252767	236.91	25630.6257	0.99219
GOMC	81000	-7996.311216344836	-8844.251273506878	-7996.311216344836	273.45	25630.6257	0.99309
NAMD	81000	-7992.7491	-8844.3282	-7996.3702	362.3790	25630.6257	0.9930928239375756
NAMD	83500	-7960.0793	-8878.0624	-7966.318300000001	1098.8501	25630.6257	0.9930928239375756
GOMC	83500	-7966.304432039359	-8878.033745903771	-7966.304432039358	1014.0	25630.6257	0.99309
GOMC	84000	-7985.977754199903	-8895.918584231538	-7986.017498285075	1016.7	25630.6257	0.9954299999999999
NAMD	84000	-7982.2257	-8896.0127	-7986.086499999999	992.7467	25630.6257	0.9954316471064536
NAMD	86500	-7982.0128	-8808.6268	-7984.942	317.7189	25630.6257	0.9954316471064536
GOMC	86500	-7984.984152070583	-8808.680317277207	-7985.004024113169	153.64	25630.6257	0.9954299999999999
GOMC	87000	-7985.977754199903	-8808.680317277207	-7986.116858498008	139.96	25630.6257	0.9954299999999999
NAMD	87000	-7983.9928	-8808.5561	-7985.9819	268.5621	25630.6257	0.9954316471064536
NAMD	89500	-8008.2512	-8844.2888	-8010.9017	309.7248	25630.6257	0.9954316471064536
GOMC	89500	-8011.016527858777	-8844.449993932742	-8011.076143986536	183.28	25630.6257	0.9954299999999999
GOMC	90000	-8004.657474231127	-8830.539564122257	-8004.597858103369	148.56	25630.6257	0.99634
NAMD	90000	-8001.9635	-8830.5166	-8004.556200000001	259.3616	25630.6257	0.9963386699420296
NAMD	92500	-8068.1835	-8856.2820	-8071.7341	-461.7272	25630.6257	0.9963386699420296
GOMC	92500	-8071.626257747323	-8856.174499058723	-8071.6461297899095	-539.58	25630.6257	0.99634
GOMC	93000	-8053.542698993691	-8848.424402450024	-8053.542698993692	-596.96	25630.6257	0.98895
NAMD	93000	-8051.5805	-8848.6219	-8053.7289	-429.7936	25630.6257	0.9889464338320855
NAMD	95500	-7965.6625	-8689.1814	-7967.4868	-926.8276	25630.6257	0.9889464338320855
GOMC	95500	-7967.099313742815	-8688.851900481164	-7967.17880191316	-849.36	25630.6257	0.98895
GOMC	96000	-7965.310829910039	-8688.6531800553	-7965.251213782279	-912.98	25630.6257	0.98688
NAMD	96000	-7964.9726	-8689.0320	-7965.608399999999	-952.5475	25630.6257	0.9868732387793405
NAMD	98500	-7906.6820	-8657.6508	-7911.4221	-754.0709	25630.6257	0.9868732387793405
GOMC	98500	-7911.258874075008	-8657.652793620504	-7911.437722458286	-628.09	25630.6257	0.98688
GOMC	99000	-7927.553948995863	-8674.146588967222	-7927.613565123621	-531.98	25630.6257	0.9912799999999999
NAMD	99000	-7923.7740	-8674.1626	-7927.6206999999995	-594.9229	25630.6257	0.9912852570009635
NAMD	101500	-7950.0863	-8712.2009	-7954.1524	-357.3079	25630.6257	0.9912852570009635
GOMC	101500	-7954.381206487514	-8712.499631158991	-7954.460694657861	-339.73	25630.6257	0.9912799999999999
GOMC	102000	-7937.291249863203	-8695.807115386408	-7937.211761692857	-366.66	25630.6257	0.98895
NAMD	102000	-7933.4538	-8695.5434	-7936.926100000001	-329.4722	25630.6257	0.9889464338320855
NAMD	104500	-7932.4869	-8725.8210	-7934.539	-163.2823	25630.6257	0.9889464338320855
GOMC	104500	-7934.906604752834	-8726.012620117748	-7934.747628412142	-184.37	25630.6257	0.98895
GOMC	105000	-7914.637121314698	-8708.326502215845	-7914.716609485043	-219.64	25630.6257	0.98454
NAMD	105000	-7912.8252	-8708.0025	-7914.3828	-168.5995	25630.6257	0.9845408943450022
NAMD	107500	-7924.1577	-8774.3452	-7929.5284	190.8032	25630.6257	0.9845408943450022
GOMC	107500	-7929.541153254503	-8774.30168360272	-7929.50140916933	173.86	25630.6257	0.98454
GOMC	108000	-7926.162906014814	-8774.102963176856	-7926.103289887054	161.83	25630.6257	0.9824700000000001
NAMD	108000	-7921.4372	-8774.2225	-7926.2146	143.5748	25630.6257	0.9824676992922572
NAMD	110500	-8011.0855	-8814.3719	-8013.0961	-338.1637	25630.6257	0.9824676992922572
GOMC	110500	-8013.4011729691465	-8814.641930053129	-8013.38130092656	-490.45	25630.6257	0.9824700000000001
GOMC	111000	-8024.926957669263	-8822.789467513556	-8024.907085626676	-492.86	25630.6257	0.9857100000000001
NAMD	111000	-8022.8643	-8822.5738	-8024.6722	-328.1471	25630.6257	0.9857070665621713
NAMD	113500	-7956.0122	-8765.5856	-7958.875	-325.4300	25630.6257	0.9857070665621713
GOMC	113500	-7958.753055856524	-8765.359264438837	-7958.673567686179	-210.73	25630.6257	0.9857100000000001
GOMC	114000	-7951.599120525417	-8764.763103161244	-7951.440144184725	-171.59	25630.6257	0.98364
NAMD	114000	-7949.0501	-8765.0302	-7951.696499999999	-326.6930	25630.6257	0.9836338715094263
NAMD	116500	-7913.5001	-8679.2608	-7919.0592	-331.7077	25630.6257	0.9836338715094263
GOMC	116500	-7919.008970683707	-8679.313320039688	-7919.128202939225	-530.56	25630.6257	0.98364
GOMC	117000	-7915.432003018153	-8667.588814913708	-7915.352514847808	-590.45	25630.6257	0.98454
NAMD	117000	-7913.4519	-8667.5820	-7915.3324	-532.3597	25630.6257	0.9845408943450022
NAMD	119500	-7967.5829	-8756.4090	-7969.2925	-535.8485	25630.6257	0.9845408943450022
GOMC	119500	-7969.483958853184	-8756.615565700817	-7969.523702938357	-572.14	25630.6257	0.98454
GOMC	120000	-7982.798227386078	-8771.519597640623	-7982.818099428664	-500.81	25630.6257	0.98778
NAMD	120000	-7981.3480	-8771.4368	-7982.716799999999	-460.1641	25630.6257	0.9877802616149164
NAMD	122500	-7929.3398	-8708.3111	-7931.9373000000005	-301.3103	25630.6257	0.9877802616149164
GOMC	122500	-7932.521959642465	-8708.922663493437	-7932.561703727637	-307.38	25630.6257	0.98778
GOMC	123000	-7958.355615004795	-8738.929447798913	-7958.375487047382	-113.6	25630.6257	0.99634
NAMD	123000	-7955.2223	-8738.2743	-7957.693699999999	-74.1260	25630.6257	0.9963386699420296
NAMD	125500	-7968.9352	-8772.7492	-7973.390600000001	-48.2558	25630.6257	0.9963386699420296
GOMC	125500	-7973.259646944602	-8772.513199769943	-7973.180158774256	-91.87	25630.6257	0.99634
GOMC	126000	-7976.836614610155	-8781.256898507963	-7976.856486652741	-122.05	25630.6257	0.99336
NAMD	126000	-7973.3429	-8781.3026	-7976.879900000001	-107.7654	25630.6257	0.9933584520537085
NAMD	128500	-7975.9245	-8851.6372	-7978.4911999999995	580.1607	25630.6257	0.9933584520537085
GOMC	128500	-7978.625098442932	-8851.802649689713	-7978.664842528105	642.69	25630.6257	0.99336
GOMC	129000	-7986.971356329223	-8858.95658502082	-7986.911740201464	600.92	25630.6257	0.99245
NAMD	129000	-7984.7441	-8858.8519	-7986.783899999999	579.6727	25630.6257	0.9924514292181326
NAMD	131500	-8005.2445	-8843.3662	-8007.8523000000005	124.5170	25630.6257	0.9924514292181326
GOMC	131500	-8008.23444189668	-8843.655112229286	-8008.154953726335	170.8	25630.6257	0.99245
GOMC	132000	-8006.843398915632	-8843.85383265515	-8006.843398915632	134.65	25630.6257	0.99038
NAMD	132000	-8004.3857	-8843.6498	-8006.6235	124.4497	25630.6257	0.9903782341653875
NAMD	134500	-8035.9685	-8842.5807	-8047.5641000000005	-441.2183	25630.6257	0.9903782341653875
GOMC	134500	-8047.779806643633	-8842.661510099964	-8047.660574388114	-487.37	25630.6257	0.99038
GOMC	135000	-8048.574688347089	-8842.661510099964	-8048.435584048984	-486.1	25630.6257	0.99038
NAMD	135000	-8041.9163	-8842.5617	-8048.311900000001	-321.8976	25630.6257	0.9903782341653875
NAMD	137500	-8010.8182	-8922.3674	-8014.049599999999	798.0962	25630.6257	0.9903782341653875
GOMC	137500	-8014.196054672603	-8922.547121297326	-8014.255670800362	827.73	25630.6257	0.99038
GOMC	138000	-8017.971742764021	-8922.74584172319	-8017.951870721434	903.85	25630.6257	0.99452
NAMD	138000	-8014.7114	-8922.6760	-8017.8685	891.3248	25630.6257	0.9945246242708776
NAMD	140500	-8038.6496	-8922.1730	-8041.4367	389.2559	25630.6257	0.9945246242708776
GOMC	140500	-8041.818193867711	-8922.547121297326	-8041.838065910297	582.9	25630.6257	0.99452
GOMC	141000	-8043.805398126351	-8931.092099609481	-8043.745781998591	469.39	25630.6257	0.9894700000000001
NAMD	141000	-8041.2786	-8930.7917	-8043.434499999999	308.2509	25630.6257	0.9894712113298116
NAMD	143500	-7991.5724	-8825.9537	-7994.9626	-2.2625	25630.6257	0.9894712113298116
GOMC	143500	-7994.9201733637865	-8825.770273901519	-7994.800941108269	72.894	25630.6257	0.9894700000000001
GOMC	144000	-7998.099700177612	-8825.372833049789	-7998.099700177611	69.759	25630.6257	0.99154
NAMD	144000	-7995.6995	-8825.5103	-7998.2119999999995	-58.3795	25630.6257	0.9915444063825567
NAMD	146500	-7986.3004	-8821.5279	-7989.933999999999	79.0082	25630.6257	0.9915444063825567
GOMC	146500	-7990.349603568913	-8821.9945858101	-7990.429091739258	81.787	25630.6257	0.99154
GOMC	147000	-7998.894581881069	-8829.347241567071	-7998.934325966241	81.451	25630.6257	0.99271
NAMD	147000	-7994.8715	-8828.9391	-7998.502699999999	80.4977	25630.6257	0.9927105785997257
NAMD	149500	-8038.3229	-8832.2398	-8040.415499999999	-418.6465	25630.6257	0.9927105785997257
GOMC	149500	-8040.625871312526	-8832.328047955032	-8040.526511099593	-422.23	25630.6257	0.99271
GOMC	150000	-8038.638667053885	-8832.526768380896	-8038.698283181644	-385.54	25630.6257	0.99271
NAMD	150000	-8036.7972	-8832.4119	-8038.561699999999	-349.4904	25630.6257	0.9927105785997257
NAMD	152500	-8138.7388	-9009.1397	-8141.2976	-107.5502	25630.6257	0.9927105785997257
GOMC	152500	-8140.9796863738875	-9008.791786122338	-8140.959814331301	37.78	25630.6257	0.99271
GOMC	153000	-8143.761772335985	-9008.791786122338	-8143.741900293398	91.142	25630.6257	0.99478
NAMD	153000	-8142.5934	-9009.0834	-8144.0148	-17.0847	25630.6257	0.9947837736524707
NAMD	155500	-8127.4177	-8979.5923	-8129.8323	-54.5201	25630.6257	0.9947837736524707
GOMC	155500	-8130.0500629513635	-8979.977324372046	-8130.228911334641	-77.509	25630.6257	0.99478
GOMC	156000	-8138.595041263519	-8992.099270349756	-8138.654657391278	-41.069	25630.6257	0.99595
NAMD	156000	-8136.1932	-8991.7682	-8138.3081	-35.8051	25630.6257	0.9959499458696399
NAMD	158500	-8106.3906	-9026.2082	-8111.694099999999	659.3720	25630.6257	0.9959499458696399
GOMC	158500	-8111.966504197731	-9026.477904024241	-8111.986376240317	707.0	25630.6257	0.99595
GOMC	159000	-8113.754988030509	-9026.676624450105	-8113.754988030508	750.81	25630.6257	0.99802
NAMD	159000	-8109.5144	-9026.4396	-8113.5018	787.8249	25630.6257	0.998023140922385
NAMD	161500	-8040.4720	-8800.8135	-8043.9508000000005	-500.0108	25630.6257	0.998023140922385
GOMC	161500	-8044.004118552215	-8800.731500242644	-8043.884886296697	-511.28	25630.6257	0.99802
GOMC	162000	-8043.209236848759	-8807.487994722022	-8043.109876635826	-376.76	25630.6257	1.0001
NAMD	162000	-8040.3661	-8807.5050	-8043.114	-418.3631	25630.6257	1.00009633597513
NAMD	164500	-8104.6927	-8944.6294	-8109.9923	69.8451	25630.6257	1.00009633597513
GOMC	164500	-8109.979299939091	-8944.60508856824	-8109.979299939091	60.255	25630.6257	1.0001
GOMC	165000	-8105.806170995945	-8941.028120902685	-8105.766426910772	81.471	25630.6257	1.0001
NAMD	165000	-8100.7332	-8941.0648	-8105.787	126.4656	25630.6257	1.00009633597513
NAMD	167500	-8122.5220	-8978.5289	-8127.1091	246.2989	25630.6257	1.00009633597513
GOMC	167500	-8127.4666974151305	-8978.785001816861	-8127.387209244784	242.28	25630.6257	1.0001
GOMC	168000	-8126.47309528581	-8979.778603946183	-8126.433351200638	205.05	25630.6257	0.99802
NAMD	168000	-8122.5392	-8979.5117	-8126.145499999999	194.1475	25630.6257	0.998023140922385
NAMD	170500	-8038.2069	-8823.6942	-8041.6631	-359.7750	25630.6257	0.998023140922385
GOMC	170500	-8041.818193867711	-8823.783069642877	-8041.778449782538	-300.13	25630.6257	0.99802
GOMC	171000	-8042.8117959970305	-8823.783069642877	-8042.772051911858	-322.44	25630.6257	0.99802
NAMD	171000	-8040.5196	-8823.7029	-8042.6809	-340.0047	25630.6257	0.998023140922385
NAMD	173500	-8037.0832	-8852.8277	-8040.491	-6.1078	25630.6257	0.998023140922385
GOMC	173500	-8040.427150886662	-8852.597531393169	-8040.288046588556	57.73	25630.6257	0.99802
GOMC	174000	-8049.56829047641	-8865.116918222606	-8049.488802306064	18.301	25630.6257	0.99712
NAMD	174000	-8046.6230	-8865.2675	-8049.6278999999995	18.2373	25630.6257	0.997116118086809
NAMD	176500	-8045.1888	-8885.7097	-8048.0746	137.4777	25630.6257	0.997116118086809
GOMC	176500	-8048.177247495361	-8885.78384251247	-8048.1573754527735	138.42	25630.6257	0.99712
GOMC	177000	-8053.542698993691	-8885.78384251247	-8053.3837226529995	218.79	25630.6257	1.0012999999999999
NAMD	177000	-8050.9160	-8885.7831	-8053.366400000001	200.8022	25630.6257	1.001262508192299
NAMD	179500	-8083.0109	-8874.3232	-8089.4323	-351.1839	25630.6257	1.001262508192299
GOMC	179500	-8089.908536926819	-8874.655498664082	-8089.7893046713	-295.32	25630.6257	1.0012999999999999
GOMC	180000	-8077.985311374973	-8866.110520351927	-8077.905823204628	-323.17	25630.6257	0.99802
NAMD	180000	-8071.0332	-8865.6750	-8077.451099999999	-366.9969	25630.6257	0.998023140922385
NAMD	182500	-7989.2313	-8797.6904	-7993.8074	159.7664	25630.6257	0.998023140922385
GOMC	182500	-7993.926571234467	-8797.750693854681	-7993.886827149293	168.1	25630.6257	0.99802
GOMC	183000	-7994.324012086195	-8807.090553870294	-7994.40350025654	235.32	25630.6257	0.99712
NAMD	183000	-7992.2439	-8806.9354	-7994.233700000001	232.0123	25630.6257	0.997116118086809
NAMD	185500	-8060.6018	-8922.7015	-8063.718899999999	518.5966	25630.6257	0.997116118086809
GOMC	185500	-8063.8761611386235	-8922.944562149054	-8063.9755213515555	425.63	25630.6257	0.99712
GOMC	186000	-8048.972129198817	-8913.00854085585	-8049.131105539508	378.36	25630.6257	0.99181
NAMD	186000	-8046.9289	-8912.7484	-8048.8424	516.8576	25630.6257	0.9918035557641497
NAMD	188500	-7980.7822	-8892.6664	-7983.8873	943.5435	25630.6257	0.9918035557641497
GOMC	188500	-7983.9905499412625	-8892.937777843577	-7984.1693983245395	864.79	25630.6257	0.99181
GOMC	189000	-7982.202066108485	-8892.937777843577	-7982.321298364003	910.33	25630.6257	0.99181
NAMD	189000	-7979.8099	-8892.6973	-7982.0583	1007.3995	25630.6257	0.9918035557641497
NAMD	191500	-8039.6974	-8838.2981	-8043.818	-514.5507	25630.6257	0.9918035557641497
GOMC	191500	-8044.004118552215	-8838.48838115682	-8044.023990594802	-461.44	25630.6257	0.99181
GOMC	192000	-8054.337580697148	-8847.629520746566	-8054.238220484215	-467.8	25630.6257	0.99297
NAMD	192000	-8049.8793	-8847.4057	-8053.999899999999	-532.9468	25630.6257	0.9929697279813189
NAMD	194500	-8096.7355	-8890.0926	-8101.9009	-650.0464	25630.6257	0.9929697279813189
GOMC	194500	-8101.831762478663	-8890.15569188148	-8101.990738819354	-672.11	25630.6257	0.99297
GOMC	195000	-8094.081665869964	-8880.617111440004	-8093.982305657031	-611.0	25630.6257	0.99388
NAMD	195000	-8088.9519	-8880.6902	-8094.0371	-590.6946	25630.6257	0.9938767508168949
NAMD	197500	-8028.1925	-8788.7151	-8032.2467	-665.4138	25630.6257	0.9938767508168949
GOMC	197500	-8032.279613426234	-8788.609554264935	-8032.160381170716	-629.13	25630.6257	0.99388
GOMC	198000	-8040.0297100349335	-8789.603156394254	-8040.1886863756245	-622.85	25630.6257	0.99802
NAMD	198000	-8037.4511	-8789.5462	-8040.1158000000005	-598.3004	25630.6257	0.998023140922385
NAMD	200500	-8034.1431	-8815.2447	-8039.818699999999	-255.1922	25630.6257	0.998023140922385
GOMC	200500	-8040.0297100349335	-8815.436811756586	-8040.029710034934	-379.72	25630.6257	0.99802
GOMC	201000	-8038.837387479749	-8816.62913431177	-8038.757899309404	-424.6	25630.6257	0.99595
NAMD	201000	-8033.9720	-8816.4061	-8038.513	-370.2413	25630.6257	0.9959499458696399
NAMD	203500	-7957.0205	-8763.9131	-7958.937	150.2258	25630.6257	0.9959499458696399
