ETITLE:      TS           BOND          ANGLE          DIHED          IMPRP               ELECT            VDW       BOUNDARY           MISC        KINETIC               TOTAL           TEMP      POTENTIAL         TOTAL3        TEMPAVG            PRESSURE      GPRESSURE         VOLUME       PRESSAVG      GPRESSAVG
ENERGY:	 0	 0.0578	 0.0000	 0.0000	 0.0000	 -11362.6142	 1218.1327	 0.0000	 0.0000	 0.0000	 -10144.4236	 0.0000	 -10144.4236	 -10144.4236	 0.0000	 -12.4013	 -26875.8159	 25630.6257	 -12.4013	 -26875.8159 
ENERGY:	 0	 0.0578	 0.0000	 0.0000	 0.0000	 -11362.6142	 1218.1327	 0.0000	 0.0000	 0.0000	 -10144.4236	 0.0000	 -10144.4236	 -10144.4244	 0.0000	 -4507.3172	 -4507.3172	 25630.6257	 -4507.3172	 -4507.3172 
ENERGY:	 2500	 2.6342	 0.0000	 0.0000	 0.0000	 -10371.4837	 1139.2053	 0.0000	 0.0000	 905.6591	 -8323.9851	 180.2089	 -9229.6442	 -8322.7204	 111.2887	 -1414.8386	 -1428.3921	 25630.6257	 -1973.6475	 -1973.4798 
ENERGY:	 3000	 2.3519	 0.0000	 0.0000	 0.0000	 -10371.7100	 1134.7487	 0.0000	 0.0000	 906.4621	 -8328.1472	 180.1550	 -9234.6093	 -8327.7507	 180.1550	 -1401.5678	 -1401.5678	 25630.6257	 -1401.5678	 -1401.5678 
ENERGY:	 5500	 4.4181	 0.0000	 0.0000	 0.0000	 -9642.3075	 944.7196	 0.0000	 0.0000	 1241.4401	 -7451.7298	 246.7303	 -8693.1698	 -7450.5429	 217.7772	 -1304.8904	 -1318.5040	 25630.6257	 -608.1658	 -608.1509 
ENERGY:	 6000	 3.8861	 0.0000	 0.0000	 0.0000	 -9642.2394	 946.6307	 0.0000	 0.0000	 1238.7601	 -7452.9625	 246.4897	 -8691.7226	 -7452.3507	 246.4897	 -1336.7701	 -1336.7701	 25630.6257	 -1336.7701	 -1336.7701 
ENERGY:	 8500	 2.8302	 0.0000	 0.0000	 0.0000	 -9267.9625	 903.4175	 0.0000	 0.0000	 1403.4989	 -6958.2159	 279.2696	 -8361.7148	 -6957.2338	 264.3700	 -555.3498	 -537.6975	 25630.6257	 -728.5157	 -728.6176 
ENERGY:	 9000	 2.5207	 0.0000	 0.0000	 0.0000	 -9268.1310	 903.1463	 0.0000	 0.0000	 1405.4193	 -6957.0446	 279.3204	 -8362.4640	 -6956.3486	 279.3204	 -443.4276	 -443.4276	 25630.6257	 -443.4276	 -443.4276 
ENERGY:	 11500	 7.3608	 0.0000	 0.0000	 0.0000	 -9030.4198	 823.0974	 0.0000	 0.0000	 1514.9618	 -6684.9998	 301.0914	 -8199.9616	 -6684.2508	 285.6454	 -269.0965	 -274.0651	 25630.6257	 -316.9881	 -316.9197 
ENERGY:	 12000	 5.0456	 0.0000	 0.0000	 0.0000	 -9030.2804	 825.7345	 0.0000	 0.0000	 1512.6902	 -6686.8101	 300.6399	 -8199.5003	 -6686.0903	 300.6399	 -286.8113	 -286.8113	 25630.6257	 -286.8113	 -286.8113 
ENERGY:	 14500	 5.8201	 0.0000	 0.0000	 0.0000	 -8897.5817	 808.2124	 0.0000	 0.0000	 1506.2270	 -6577.3222	 299.3554	 -8083.5492	 -6576.5633	 299.1741	 -272.5102	 -292.2148	 25630.6257	 -108.7016	 -108.7218 
ENERGY:	 15000	 4.2788	 0.0000	 0.0000	 0.0000	 -8889.1677	 806.1758	 0.0000	 0.0000	 1511.0749	 -6567.6383	 300.3189	 -8078.7131	 -6566.8703	 300.3189	 -218.1926	 -218.1926	 25630.6257	 -218.1926	 -218.1926 
ENERGY:	 17500	 5.3503	 0.0000	 0.0000	 0.0000	 -8788.3029	 767.2461	 0.0000	 0.0000	 1582.2448	 -6433.4617	 314.4636	 -8015.7065	 -6433.6366	 303.9745	 -300.1604	 -307.2622	 25630.6257	 -175.3298	 -174.9681 
