#STEP	TOTAL	INTRA(B)	INTRA(NB)	INTER(LJ)	LRC	TOTAL_ELECT	REAL	RECIP	SELF	CORR	ENTHALPY	PRESSURE	COMPRESSIBILITY	ENTHALPY	TOTALMOL	MOLFRAC_TIP3	MOLFRAC_DIOX	MOLDENS_TIP3	MOLDENS_DIOX	TOT_DENSITY
2500	-9174.524621292983	0.0	0.0	1167.7408385051108	0.0	-10342.205843670336	-9785.987371676767	18.285657426735327	-45709.67235725637	45135.37032650917	-0.29764345385922353	-412.37	-0.29294	-46.29	843.0	0.981020166	0.0189798339	0.0322660871	0.000624253197	0.99841
3000	-9176.31310512576	0.0	0.0	1165.9523546723342	0.0	-10342.205843670336	-9786.186092102631	18.331959285961656	-45709.67235725637	45135.37032650917	-0.28729011967170476	-392.39	-0.27841	-46.207	844.0	0.97985782	0.0201421801	0.0322660871	0.000663269022	1.0005
5500	-8642.748761680697	0.0	0.0	1001.391970014287	0.0	-9644.100987609812	-9100.998063723273	31.39782728652511	-45709.67235725637	45135.37032650917	-0.19332516630187313	-215.61	-0.15298	-43.239	844.0	0.97985782	0.0201421801	0.0322660871	0.000663269022	1.0005
6000	-8645.928288494522	0.0	0.0	998.1925711578752	0.0	-9644.100987609812	-9100.998063723273	31.373980835421424	-45709.67235725637	45135.37032650917	-0.18486961218135642	-199.13	-0.14112	-43.174	845.0	0.978698225	0.0213017751	0.0322660871	0.000702284846	1.0026
8500	-8403.091928088614	0.0	0.0	890.4463562543694	0.0	-9293.558156385569	-8752.044995905942	32.96970585511001	-45709.67235725637	45135.37032650917	-0.25034799250357176	-334.56	-0.2371	-42.219	845.0	0.978698225	0.0213017751	0.0322660871	0.000702284846	1.0026
9000	-8403.091928088614	0.0	0.0	890.4463562543694	0.0	-9293.558156385569	-8752.044995905942	32.96970585511001	-45709.67235725637	45135.37032650917	-0.25034799250357176	-334.56	-0.2371	-42.219	845.0	0.978698225	0.0213017751	0.0322660871	0.000702284846	1.0026
11500	-8211.922878407366	0.0	0.0	795.2195281803009	0.0	-9007.202022715426	-8469.464550327217	36.699688248578845	-45709.67235725637	45135.37032650917	-0.4171141738887102	-671.08	-0.47559	-41.887	845.0	0.978698225	0.0213017751	0.0322660871	0.000702284846	1.0026
12000	-8207.352308612491	0.0	0.0	799.9093302306933	0.0	-9007.202022715426	-8469.464550327217	36.695713840061565	-45709.67235725637	45135.37032650917	-0.44960496351748774	-733.88	-0.52133	-42.078	843.0	0.981020166	0.0189798339	0.0322660871	0.000624253197	0.99841
14500	-8097.062472257926	0.0	0.0	763.7620847660165	0.0	-8860.745068853597	-8321.020392206747	34.55350764924675	-45709.67235725637	45135.37032650917	-0.38448427996182777	-606.41	-0.43078	-41.298	843.0	0.981020166	0.0189798339	0.0322660871	0.000624253197	0.99841
15000	-8077.389150097381	0.0	0.0	773.1615609093877	0.0	-8850.610327134527	-8312.475413894592	34.90723000728482	-45598.388918772485	45026.074092283925	-0.3716866845361808	-578.69	-0.41255	-41.297	840.0	0.982142857	0.0178571429	0.0321880555	0.000585237372	0.994
17500	-8026.516721076176	0.0	0.0	859.0882730530171	0.0	-8885.585122086606	-8352.020778641545	39.446004534020474	-45598.388918772485	45026.074092283925	0.09861302413079255	353.19	0.25179	-39.33	840.0	0.982142857	0.0178571429	0.0321880555	0.000585237372	0.994
18000	-8031.683452148643	0.0	0.0	865.4870707658406	0.0	-8897.309627212588	-8362.751681638205	39.996460113663986	-45707.68515299773	45133.38312225053	0.0985037278965673	353.08	0.25171	-39.357	840.0	0.98452381	0.0154761905	0.0322660871	0.000507205722	0.99219
20500	-8105.011289292489	0.0	0.0	854.458087130384	0.0	-8959.509120508046	-8419.98316428706	34.90325559876754	-45707.68515299773	45133.38312225053	-0.16659726902315397	-171.32	-0.12214	-40.686	840.0	0.98452381	0.0154761905	0.0322660871	0.000507205722	0.99219
21000	-8108.190816106314	0.0	0.0	851.2984323591451	0.0	-8959.509120508046	-8420.181884712925	34.9986414031823	-45707.68515299773	45133.38312225053	-0.18457550595107758	-206.92	-0.14752	-40.767	840.0	0.98452381	0.0154761905	0.0322660871	0.000507205722	0.99219
23500	-8005.849796786311	0.0	0.0	812.9652622099635	0.0	-8818.815058996275	-8280.083984478746	35.50140408061843	-45707.68515299773	45133.38312225053	-0.10971553432381885	-60.442	-0.04309	-39.988	840.0	0.98452381	0.0154761905	0.0322660871	0.000507205722	0.99219
24000	-8011.61268913637	0.0	0.0	806.0696634324798	0.0	-8817.821456866954	-8276.705737239057	33.387018749424584	-45709.67235725637	45133.38312225053	-0.08146742578723946	-4.6819	-0.0033299	-39.82	842.0	0.982185273	0.0178147268	0.0322660871	0.000585237372	0.99634
